chr start stop chr_12.AA chr_12.BB
chr_12 1000001 1010000 0.00381055096418733 0.00392
chr_12 1010001 1020000 0.00627774104683196 0.00654
chr_12 1020001 1030000 0.0052001652892562 0.00508
chr_12 1030001 1040000 0.00542873278236915 0.00502
chr_12 1040001 1050000 0.0038833608815427 0.00446
chr_12 1050001 1060000 0.00410589531680441 0.00476
chr_12 1060001 1070000 0.0020471349862259 0.00232
chr_12 1070001 1080000 0.0034262258953168 0.00374
chr_12 1080001 1090000 0.00674707988980716 0.00698
chr_12 1090001 1100000 0.00566107438016529 0.00556
chr_12 1100001 1110000 0.00603831955922865 0.00712
chr_12 1110001 1120000 0.00686173553719008 0.00674
chr_12 1120001 1130000 0.00613471074380165 0.0065
chr_12 1130001 1140000 0.00538641873278237 0.00482
chr_12 1140001 1150000 0.00389589531680441 0.00422
chr_12 1150001 1160000 0.00338228650137741 0.00366
chr_12 1160001 1170000 0.00333151515151515 0.00364
chr_12 1170001 1180000 0.00476371900826446 0.00466
chr_12 1180001 1190000 0.00674625344352617 0.00628
chr_12 1190001 1200000 0.00471385674931129 0.00416
chr_12 1200001 1210000 0.00523462809917355 0.00654
chr_12 1210001 1220000 0.00519269972451791 0.00448
chr_12 1220001 1230000 0.00289030303030303 0.0031
chr_12 1230001 1240000 0.00524068870523416 0.00534
chr_12 1240001 1250000 0.00364322314049587 0.00388
chr_12 1250001 1260000 0.00413909090909091 0.00454
chr_12 1260001 1270000 0.00510151515151515 0.00506
chr_12 1270001 1280000 0.00625159779614325 0.00614
chr_12 1280001 1290000 0.00510931129476584 0.00482
chr_12 1290001 1300000 0.00530479338842975 0.00546
chr_12 1300001 1310000 0.00581366391184573 0.00602
chr_12 1310001 1320000 0.0048502479338843 0.00496
chr_12 1320001 1330000 0.00457931129476584 0.00494
chr_12 1330001 1340000 0.00578099173553719 0.00606
chr_12 1340001 1350000 0.00574953168044077 0.00574
chr_12 1350001 1360000 0.00239415977961433 0.00218
chr_12 1360001 1370000 0.00462757575757576 0.00436
chr_12 1370001 1380000 0.00612471074380165 0.00626
chr_12 1380001 1390000 0.00438699724517906 0.00466
chr_12 1390001 1400000 0.00572933884297521 0.00578
chr_12 1400001 1410000 0.00425347107438017 0.00462
chr_12 1410001 1420000 0.00365760330578512 0.00418
chr_12 1420001 1430000 0.00376600550964187 0.00422
chr_12 1430001 1440000 0.00216159779614325 0.00248
chr_12 1440001 1450000 0.00373707988980716 0.00444
chr_12 1450001 1460000 0.00307834710743802 0.00358
chr_12 1460001 1470000 0.00330757575757576 0.00372
chr_12 1470001 1480000 0.00213338842975207 0.00194
chr_12 1480001 1490000 0.00465247933884297 0.00482
chr_12 1490001 1500000 0.00365264462809917 0.0038
chr_12 1500001 1510000 0.00460170798898072 0.00396
chr_12 1510001 1520000 0.00423666666666667 0.0047
chr_12 1520001 1530000 0.00488815426997245 0.00484
chr_12 1530001 1540000 0.00357997245179063 0.00298
chr_12 1540001 1550000 0.00389055096418733 0.00406
chr_12 1550001 1560000 0.00418269972451791 0.00478
chr_12 1560001 1570000 0.0042032782369146 0.00446
chr_12 1570001 1580000 0.00425719008264463 0.00478
chr_12 1580001 1590000 0.00348727272727273 0.0034
chr_12 1590001 1600000 0.00256611570247934 0.00218
chr_12 1600001 1610000 0.00494914600550964 0.00598
chr_12 1610001 1620000 0.00402 0.00486
chr_12 1620001 1630000 0.00406140495867769 0.00422
chr_12 1630001 1640000 0.00444140495867769 0.00472
chr_12 1640001 1650000 0.00396617079889807 0.00382
chr_12 1650001 1660000 0.00187212121212121 0.00216
chr_12 1660001 1670000 0.00343977961432507 0.00406
chr_12 1670001 1680000 0.00256815426997245 0.0027
chr_12 1680001 1690000 0.00239867768595041 0.00244
chr_12 1690001 1700000 0.00376052341597796 0.00406
chr_12 1700001 1710000 0.00425752066115702 0.0045
chr_12 1710001 1720000 0.00254903581267218 0.0026
chr_12 1720001 1730000 0.00310385674931129 0.00302
chr_12 1730001 1740000 0.00317763085399449 0.00338
chr_12 1740001 1750000 0.00336889807162534 0.00294
chr_12 1750001 1760000 0.00323391184573003 0.00288
chr_12 1760001 1770000 0.00271980716253443 0.00336
chr_12 1770001 1780000 0.00470848484848485 0.0045
chr_12 1780001 1790000 0.00424088154269972 0.00438
chr_12 1790001 1800000 0.00312449035812672 0.00258
chr_12 1800001 1810000 0.00210407713498623 0.00234
chr_12 1810001 1820000 0.0022231955922865 0.00246
chr_12 1820001 1830000 0.00184842975206612 0.0019
chr_12 1830001 1840000 0.0028371349862259 0.00318
chr_12 1840001 1850000 0.0025365564738292 0.00224
chr_12 1850001 1860000 0.00225493112947658 0.00222
chr_12 1860001 1870000 0.000547217630853994 4e-04
chr_12 1870001 1880000 3.96143250688705e-05 8e-05
chr_12 1880001 1890000 0 0
chr_12 1890001 1900000 9.75482093663912e-05 1e-04
chr_12 1900001 1910000 9.80716253443526e-06 4e-05
chr_12 1910001 1920000 5.04683195592286e-05 0.00016
chr_12 1920001 1930000 3.46831955922865e-05 1e-04
chr_12 1930001 1940000 0 0
chr_12 1940001 1950000 4.64738292011019e-05 0
chr_12 1950001 1960000 0.000112148760330578 0.00018
chr_12 1960001 1970000 0.000235454545454545 0.00018
chr_12 1970001 1980000 1.26446280991736e-05 0
chr_12 1980001 1990000 1.94765840220386e-05 0
chr_12 1990001 2e+06 0.000152644628099174 0.00014
chr_12 2000001 2010000 0.000151487603305785 0.00012
chr_12 2010001 2020000 1.85674931129477e-05 0
chr_12 2020001 2030000 0.000321625344352617 3e-04
chr_12 2030001 2040000 0.000349173553719008 0.00046
chr_12 2040001 2050000 0 0
chr_12 2050001 2060000 7.9366391184573e-05 6e-05
chr_12 2060001 2070000 0.000267988980716253 0.00028
chr_12 2070001 2080000 3.30578512396694e-06 0
chr_12 2080001 2090000 0.000110909090909091 4e-05
chr_12 2090001 2100000 0.00190752066115702 0.00206
chr_12 2100001 2110000 0.00107068870523416 0.00086
chr_12 2110001 2120000 1.95316804407714e-05 0
chr_12 2120001 2130000 0.00018534435261708 0.00028
chr_12 2130001 2140000 0.000283057851239669 0.00028
chr_12 2140001 2150000 0 0
chr_12 2150001 2160000 3.27823691460055e-06 0
chr_12 2160001 2170000 5e-05 6e-05
chr_12 2170001 2180000 0 0
chr_12 2180001 2190000 0 0
chr_12 2190001 2200000 0.000265564738292011 4e-04
chr_12 2200001 2210000 3.00550964187328e-05 0
chr_12 2210001 2220000 0 0
chr_12 2220001 2230000 5.96418732782369e-05 4e-05
chr_12 2230001 2240000 0.000162148760330579 0.00018
chr_12 2240001 2250000 0.000138567493112948 0.00026
chr_12 2250001 2260000 0.000192231404958678 0.00022
chr_12 2260001 2270000 0.00019297520661157 0.00018
chr_12 2270001 2280000 0.000151735537190083 4e-05
chr_12 2280001 2290000 1.61157024793388e-05 4e-05
chr_12 2290001 2300000 2.91735537190083e-05 0
chr_12 2300001 2310000 3.47382920110193e-05 4e-05
chr_12 2310001 2320000 3.99173553719008e-05 4e-05
chr_12 2320001 2330000 0.0019170523415978 0.0019
chr_12 2330001 2340000 0.00302402203856749 0.00316
chr_12 2340001 2350000 0.00365892561983471 0.00352
chr_12 2350001 2360000 0.000639614325068871 0.00072
chr_12 2360001 2370000 0.00458666666666667 0.00458
chr_12 2370001 2380000 0.00447906336088154 0.00468
chr_12 2380001 2390000 0.00487393939393939 0.0054
chr_12 2390001 2400000 0.0028302479338843 0.00318
chr_12 2400001 2410000 0.0049528650137741 0.0056
chr_12 2410001 2420000 0.00509134986225895 0.00502
chr_12 2420001 2430000 0.00548479338842975 0.0061
chr_12 2430001 2440000 0.00737768595041322 0.00712
chr_12 2440001 2450000 0.00673702479338843 0.0063
chr_12 2450001 2460000 0.00608779614325069 0.00594
chr_12 2460001 2470000 0.00390101928374656 0.00392
chr_12 2470001 2480000 0.00544085399449036 0.00464
chr_12 2480001 2490000 0.00591449035812672 0.00592
chr_12 2490001 2500000 0.00577603305785124 0.00558
chr_12 2500001 2510000 0.00376977961432507 0.004
chr_12 2510001 2520000 0.00406146005509642 0.00446
chr_12 2520001 2530000 0.00591214876033058 0.00582
chr_12 2530001 2540000 0.0052131129476584 0.00508
chr_12 2540001 2550000 0.0049434435261708 0.00492
chr_12 2550001 2560000 0.00357738292011019 0.00394
chr_12 2560001 2570000 0.00468782369146005 0.00508
chr_12 2570001 2580000 0.00369192837465565 0.00372
chr_12 2580001 2590000 0.00377099173553719 0.00414
chr_12 2590001 2600000 0.0045395867768595 0.00488
chr_12 2600001 2610000 0.00248980716253444 0.00186
chr_12 2610001 2620000 0.00534195592286501 0.00592
chr_12 2620001 2630000 0.00375798898071625 0.00376
chr_12 2630001 2640000 0.00365212121212121 0.00374
chr_12 2640001 2650000 0.00272126721763085 0.00264
chr_12 2650001 2660000 0.0016900826446281 0.00182
chr_12 2660001 2670000 0.00293501377410468 0.00258
chr_12 2670001 2680000 0.00289650137741047 0.00334
chr_12 2680001 2690000 0.00170283746556474 0.0017
chr_12 2690001 2700000 0.00427597796143251 0.00318
chr_12 2700001 2710000 0.00459578512396694 0.00472
chr_12 2710001 2720000 0.00587856749311295 0.0061
chr_12 2720001 2730000 0.00361724517906336 0.00348
chr_12 2730001 2740000 0.00362595041322314 0.00398
chr_12 2740001 2750000 0.00606603305785124 0.00606
chr_12 2750001 2760000 0.00247523415977961 0.0025
chr_12 2760001 2770000 0.00247779614325069 0.00206
chr_12 2770001 2780000 0 0
chr_12 2780001 2790000 0.000309559228650138 0.00036
chr_12 2790001 2800000 0 0
chr_12 2800001 2810000 8.96969696969697e-05 2e-04
chr_12 2810001 2820000 0 0
chr_12 2820001 2830000 0.000122865013774105 8e-05
chr_12 2830001 2840000 0 0
chr_12 2840001 2850000 1.63085399449036e-05 0
chr_12 2850001 2860000 4.24517906336088e-05 0
chr_12 2860001 2870000 0.00150559228650138 0.00164
chr_12 2870001 2880000 0.00553011019283747 0.00578
chr_12 2880001 2890000 0.00490743801652893 0.00536
chr_12 2890001 2900000 0.00632878787878788 0.00718
chr_12 2900001 2910000 0.00679757575757576 0.00678
chr_12 2910001 2920000 0.00202994490358127 0.00244
chr_12 2920001 2930000 0.00374848484848485 0.00358
chr_12 2930001 2940000 0.00396038567493113 0.00384
chr_12 2940001 2950000 0.00294143250688705 0.0031
chr_12 2950001 2960000 0.00290548209366391 0.0032
chr_12 2960001 2970000 0.00335752066115702 0.0034
chr_12 2970001 2980000 0.00343603305785124 0.00364
chr_12 2980001 2990000 0.00471636363636364 0.00452
chr_12 2990001 3e+06 0.00629267217630854 0.00566
chr_12 3000001 3010000 0.0035101652892562 0.00316
chr_12 3010001 3020000 0.00293225895316804 0.00262
chr_12 3020001 3030000 0.00539909090909091 0.0056
chr_12 3030001 3040000 0.00587787878787879 0.00592
chr_12 3040001 3050000 0.00224837465564738 0.00238
chr_12 3050001 3060000 0.0025004132231405 0.00296
chr_12 3060001 3070000 0.00474628099173554 0.00518
chr_12 3070001 3080000 0.00432746556473829 0.00492
chr_12 3080001 3090000 0.00580617079889807 0.00632
chr_12 3090001 3100000 0.00422812672176309 0.00428
chr_12 3100001 3110000 0.00474104683195592 0.00514
chr_12 3110001 3120000 0.00290206611570248 0.0031
chr_12 3120001 3130000 0.0016531955922865 0.00182
chr_12 3130001 3140000 0.00389300275482094 0.00426
chr_12 3140001 3150000 0.00362471074380165 0.00352
chr_12 3150001 3160000 0.00353055096418733 0.0044
chr_12 3160001 3170000 0.00397176308539945 0.00418
chr_12 3170001 3180000 0.00647592286501377 0.00656
chr_12 3180001 3190000 0.00553123966942149 0.00548
chr_12 3190001 3200000 0.0050732782369146 0.00612
chr_12 3200001 3210000 0.00361746556473829 0.00344
chr_12 3210001 3220000 0.00440035812672176 0.00406
chr_12 3220001 3230000 0.00551611570247934 0.00546
chr_12 3230001 3240000 0.00317190082644628 0.00296
chr_12 3240001 3250000 0.00327741046831956 0.0031
chr_12 3250001 3260000 0.00354085399449036 0.00388
chr_12 3260001 3270000 0.00596407713498623 0.00628
chr_12 3270001 3280000 0.00514782369146006 0.00502
chr_12 3280001 3290000 0.00188077134986226 0.0022
chr_12 3290001 3300000 0.00454165289256198 0.0044
chr_12 3300001 3310000 0.00563371900826446 0.00564
chr_12 3310001 3320000 0.00453432506887052 0.0048
chr_12 3320001 3330000 0.00327834710743802 0.00348
chr_12 3330001 3340000 0.00278831955922865 0.0034
chr_12 3340001 3350000 0.00431068870523416 0.00484
chr_12 3350001 3360000 0.00531457300275482 0.00508
chr_12 3360001 3370000 0.00532807162534435 0.0059
chr_12 3370001 3380000 0.00483851239669421 0.00448
chr_12 3380001 3390000 0.00666840220385675 0.00676
chr_12 3390001 3400000 0.00635079889807163 0.00654
chr_12 3400001 3410000 0.00683209366391185 0.00734
chr_12 3410001 3420000 0.00618305785123967 0.00606
chr_12 3420001 3430000 0.00519426997245179 0.00582
chr_12 3430001 3440000 0.00479118457300276 0.00438
chr_12 3440001 3450000 0.00601900826446281 0.00644
chr_12 3450001 3460000 0.00442564738292011 0.00508
chr_12 3460001 3470000 0.00305512396694215 0.00326
chr_12 3470001 3480000 0.0023835261707989 0.00202
chr_12 3480001 3490000 0.00248804407713499 0.0021
chr_12 3490001 3500000 0.00373484848484848 0.00342
chr_12 3500001 3510000 0.0046468870523416 0.00506
chr_12 3510001 3520000 0.00600214876033058 0.00614
chr_12 3520001 3530000 0.00685325068870523 0.00626
chr_12 3530001 3540000 0.00593465564738292 0.00614
chr_12 3540001 3550000 0.00477333333333333 0.00454
chr_12 3550001 3560000 0.00690719008264463 0.00564
chr_12 3560001 3570000 0.00729253443526171 0.00728
chr_12 3570001 3580000 0.00669501377410468 0.0065
chr_12 3580001 3590000 0.00688382920110193 0.0072
chr_12 3590001 3600000 0.00435862258953168 0.0042
chr_12 3600001 3610000 0.00718534435261708 0.0074
chr_12 3610001 3620000 0.00436049586776859 0.00434
chr_12 3620001 3630000 0.00567787878787879 0.00612
chr_12 3630001 3640000 0.00544347107438017 0.00576
chr_12 3640001 3650000 0.00565873278236915 0.00628
chr_12 3650001 3660000 0.00511157024793388 0.00488
chr_12 3660001 3670000 0.00384939393939394 0.00366
chr_12 3670001 3680000 0.00673936639118457 0.00674
chr_12 3680001 3690000 0.00592834710743802 0.00676
chr_12 3690001 3700000 0.00766754820936639 0.00834
chr_12 3700001 3710000 0.00669471074380165 0.00706
chr_12 3710001 3720000 0.00495217630853995 0.005
chr_12 3720001 3730000 0.00656517906336088 0.00654
chr_12 3730001 3740000 0.00666002754820937 0.00754
chr_12 3740001 3750000 0.00776358126721763 0.00848
chr_12 3750001 3760000 0.00686184573002755 0.00774
chr_12 3760001 3770000 0.00553509641873278 0.00528
chr_12 3770001 3780000 0.00475126721763085 0.0047
chr_12 3780001 3790000 0.00602217630853995 0.00574
chr_12 3790001 3800000 0.00640867768595041 0.0063
chr_12 3800001 3810000 0.00641694214876033 0.00598
chr_12 3810001 3820000 0.0055304132231405 0.0062
chr_12 3820001 3830000 0.0061337741046832 0.00702
chr_12 3830001 3840000 0.00653066115702479 0.00678
chr_12 3840001 3850000 0.00673377410468319 0.00738
chr_12 3850001 3860000 0.0079961432506887 0.00782
chr_12 3860001 3870000 0.00664768595041322 0.00654
chr_12 3870001 3880000 0.00457435261707989 0.00466
chr_12 3880001 3890000 0.00566347107438017 0.00616
chr_12 3890001 3900000 0.00786449035812672 0.00816
chr_12 3900001 3910000 0.00793280991735537 0.00768
chr_12 3910001 3920000 0.00613225895316804 0.00676
chr_12 3920001 3930000 0.00786947658402204 0.00752
chr_12 3930001 3940000 0.00787633608815427 0.00814
chr_12 3940001 3950000 0.00567231404958678 0.0059
chr_12 3950001 3960000 0.00516206611570248 0.00584
chr_12 3960001 3970000 0.00223677685950413 0.00224
chr_12 3970001 3980000 0.00219537190082645 0.0024
chr_12 3980001 3990000 0.00293170798898072 0.00256
chr_12 3990001 4e+06 0.00247942148760331 0.00244
chr_12 4000001 4010000 0.00328407713498623 0.00334
chr_12 4010001 4020000 0.00281165289256198 0.00298
chr_12 4020001 4030000 0.00321316804407713 0.00316
chr_12 4030001 4040000 0.00312022038567493 0.00326
chr_12 4040001 4050000 0.0022030303030303 0.00218
chr_12 4050001 4060000 0.00322754820936639 0.00362
chr_12 4060001 4070000 0.00192925619834711 0.0019
chr_12 4070001 4080000 0.00150774104683196 0.00138
chr_12 4080001 4090000 0.00309898071625344 0.00276
chr_12 4090001 4100000 0.00229234159779614 0.00262
chr_12 4100001 4110000 0.00457349862258953 0.00516
chr_12 4110001 4120000 0.00429275482093664 0.0043
chr_12 4120001 4130000 0.00297537190082645 0.00344
chr_12 4130001 4140000 0.00427096418732782 0.0045
chr_12 4140001 4150000 0.00319699724517906 0.00324
chr_12 4150001 4160000 0.00260815426997245 0.00246
chr_12 4160001 4170000 0.00367550964187328 0.00382
chr_12 4170001 4180000 0.00338264462809917 0.00314
chr_12 4180001 4190000 0.00312300275482094 0.0033
chr_12 4190001 4200000 0.00346548209366391 0.00294
chr_12 4200001 4210000 0.00575181818181818 0.00634
chr_12 4210001 4220000 0.00642936639118457 0.00664
chr_12 4220001 4230000 0.00494046831955923 0.00484
chr_12 4230001 4240000 0.00310969696969697 0.00334
chr_12 4240001 4250000 0.00335046831955923 0.00364
chr_12 4250001 4260000 0.00286774104683196 0.00316
chr_12 4260001 4270000 0.00232272727272727 0.00266
chr_12 4270001 4280000 0.00264694214876033 0.0029
chr_12 4280001 4290000 0.00215776859504132 0.00194
chr_12 4290001 4300000 0.00256322314049587 0.00258
chr_12 4300001 4310000 0.00357134986225895 0.00392
chr_12 4310001 4320000 0.00338517906336088 0.00384
chr_12 4320001 4330000 0.00382063360881543 0.00344
chr_12 4330001 4340000 0.0023800826446281 0.00258
chr_12 4340001 4350000 0.00232658402203857 0.0026
chr_12 4350001 4360000 0.00274349862258953 0.00314
chr_12 4360001 4370000 0.00165162534435262 0.00168
chr_12 4370001 4380000 0.00187391184573003 0.00224
chr_12 4380001 4390000 0.00335402203856749 0.00348
chr_12 4390001 4400000 0.0028264738292011 0.00316
chr_12 4400001 4410000 0.00224831955922865 0.00206
chr_12 4410001 4420000 0.00364520661157025 0.00376
chr_12 4420001 4430000 0.00258614325068871 0.00242
chr_12 4430001 4440000 0.00208085399449036 0.00224
chr_12 4440001 4450000 0.00275457300275482 0.00272
chr_12 4450001 4460000 0.00274900826446281 0.00308
chr_12 4460001 4470000 0.00343242424242424 0.00442
chr_12 4470001 4480000 0.00294088154269972 0.00268
chr_12 4480001 4490000 0.00245300275482094 0.00276
chr_12 4490001 4500000 0.0033098347107438 0.00382
chr_12 4500001 4510000 0.00407787878787879 0.00476
chr_12 4510001 4520000 0.00193685950413223 0.00238
chr_12 4520001 4530000 0.00243779614325069 0.00238
chr_12 4530001 4540000 0.00251997245179063 0.00272
chr_12 4540001 4550000 0.00276542699724518 0.00316
chr_12 4550001 4560000 0.00311677685950413 0.00394
chr_12 4560001 4570000 0.00220460055096419 0.00168
chr_12 4570001 4580000 0.00202650137741047 0.00216
chr_12 4580001 4590000 0.0027532782369146 0.00226
chr_12 4590001 4600000 0.00303820936639118 0.00306
chr_12 4600001 4610000 0.00287771349862259 0.00292
chr_12 4610001 4620000 0.00310732782369146 0.0037
chr_12 4620001 4630000 0.00323471074380165 0.00306
chr_12 4630001 4640000 0.00199677685950413 0.00198
chr_12 4640001 4650000 0.00342595041322314 0.00304
chr_12 4650001 4660000 0.00539333333333333 0.00526
chr_12 4660001 4670000 0.00470035812672176 0.00488
chr_12 4670001 4680000 0.00572606060606061 0.00602
chr_12 4680001 4690000 0.00388165289256198 0.0043
chr_12 4690001 4700000 0.00561451790633609 0.00602
chr_12 4700001 4710000 0.00464289256198347 0.00494
chr_12 4710001 4720000 0.00441829201101928 0.00448
chr_12 4720001 4730000 0.00513107438016529 0.00498
chr_12 4730001 4740000 0.00573776859504132 0.00634
chr_12 4740001 4750000 0.00630743801652893 0.00658
chr_12 4750001 4760000 0.00710446280991736 0.00738
chr_12 4760001 4770000 0.00797022038567493 0.00854
chr_12 4770001 4780000 0.00755413223140496 0.00806
chr_12 4780001 4790000 0.00630917355371901 0.00666
chr_12 4790001 4800000 0.00599619834710744 0.00652
chr_12 4800001 4810000 0.00492410468319559 0.00464
chr_12 4810001 4820000 0.0069103305785124 0.00706
chr_12 4820001 4830000 0.00749314049586777 0.0082
chr_12 4830001 4840000 0.0070629476584022 0.0068
chr_12 4840001 4850000 0.00702517906336088 0.00602
chr_12 4850001 4860000 0.00561644628099174 0.00562
chr_12 4860001 4870000 0.00482223140495868 0.00564
chr_12 4870001 4880000 0.00295380165289256 0.0032
chr_12 4880001 4890000 0.0045603305785124 0.00492
chr_12 4890001 4900000 0.00534066115702479 0.00568
chr_12 4900001 4910000 0.00477928374655647 0.00502
chr_12 4910001 4920000 0.00401520661157025 0.00404
chr_12 4920001 4930000 0.00386490358126722 0.00386
chr_12 4930001 4940000 0.00399622589531681 0.00414
chr_12 4940001 4950000 0.00260829201101928 0.00278
chr_12 4950001 4960000 0.00286603305785124 0.00292
chr_12 4960001 4970000 0.00314512396694215 0.00318
chr_12 4970001 4980000 0.00506804407713499 0.00526
chr_12 4980001 4990000 0.00470380165289256 0.00486
chr_12 4990001 5e+06 0.00409567493112948 0.00384
chr_12 5000001 5010000 0.00432840220385675 0.00436
chr_12 5010001 5020000 0.0047797520661157 0.00504
chr_12 5020001 5030000 0.0042468870523416 0.00496
chr_12 5030001 5040000 0.00471561983471074 0.0046
chr_12 5040001 5050000 0.00516393939393939 0.00428
chr_12 5050001 5060000 0.00554465564738292 0.00596
chr_12 5060001 5070000 0.00555476584022039 0.00612
chr_12 5070001 5080000 0.00797308539944904 0.0089
chr_12 5080001 5090000 0.00687573002754821 0.00704
chr_12 5090001 5100000 0.00699534435261708 0.00798
chr_12 5100001 5110000 0.00748214876033058 0.00792
chr_12 5110001 5120000 0.00768460055096419 0.00906
chr_12 5120001 5130000 0.00550815426997245 0.00582
chr_12 5130001 5140000 0.00727247933884297 0.00746
chr_12 5140001 5150000 0.0049668870523416 0.00542
chr_12 5150001 5160000 0.00510402203856749 0.006
chr_12 5160001 5170000 0.00648198347107438 0.00654
chr_12 5170001 5180000 0.00780561983471074 0.00776
chr_12 5180001 5190000 0.00715837465564738 0.00732
chr_12 5190001 5200000 0.00478121212121212 0.00522
chr_12 5200001 5210000 0.00579997245179063 0.00606
chr_12 5210001 5220000 0.00623699724517906 0.00614
chr_12 5220001 5230000 0.0044001652892562 0.00444
chr_12 5230001 5240000 0.002456391184573 0.00214
chr_12 5240001 5250000 0.00362685950413223 0.00382
chr_12 5250001 5260000 0.00435815426997245 0.00512
chr_12 5260001 5270000 0.00558424242424242 0.00554
chr_12 5270001 5280000 0.00575035812672176 0.00582
