chr start stop chr_12.AA/chr_12.BB
chr_12 820001 830000 0.00458842975206612
chr_12 830001 840000 0.0064998347107438
chr_12 840001 850000 0.00560661157024793
chr_12 850001 860000 0.00363603305785124
chr_12 860001 870000 0.00517504132231405
chr_12 870001 880000 0.00380132231404959
chr_12 880001 890000 0.000478677685950413
chr_12 890001 9e+05 0.000277355371900826
chr_12 900001 910000 0.00022396694214876
chr_12 910001 920000 0
chr_12 920001 930000 0.000354214876033058
chr_12 930001 940000 0.00026099173553719
chr_12 940001 950000 0.00569652892561983
chr_12 950001 960000 0.00577752066115702
chr_12 960001 970000 0.0045604958677686
chr_12 970001 980000 0.00524066115702479
chr_12 980001 990000 0.00362115702479339
chr_12 990001 1e+06 0.00492099173553719
chr_12 1000001 1010000 0.00386
chr_12 1010001 1020000 0.00647322314049587
chr_12 1020001 1030000 0.00512545454545455
chr_12 1030001 1040000 0.00539388429752066
chr_12 1040001 1050000 0.00407685950413223
chr_12 1050001 1060000 0.00442429752066116
chr_12 1060001 1070000 0.0021804958677686
chr_12 1070001 1080000 0.00354892561983471
chr_12 1080001 1090000 0.00692710743801653
chr_12 1090001 1100000 0.00572347107438017
chr_12 1100001 1110000 0.00659173553719008
chr_12 1110001 1120000 0.00705702479338843
chr_12 1120001 1130000 0.00645487603305785
chr_12 1130001 1140000 0.00509206611570248
chr_12 1140001 1150000 0.00410231404958678
chr_12 1150001 1160000 0.00346066115702479
chr_12 1160001 1170000 0.00344462809917355
chr_12 1170001 1180000 0.00460628099173554
chr_12 1180001 1190000 0.00654479338842975
chr_12 1190001 1200000 0.00459669421487603
chr_12 1200001 1210000 0.00570479338842975
chr_12 1210001 1220000 0.00487157024793388
chr_12 1220001 1230000 0.00303537190082645
chr_12 1230001 1240000 0.00540231404958678
chr_12 1240001 1250000 0.00381603305785124
chr_12 1250001 1260000 0.00440528925619835
chr_12 1260001 1270000 0.0051697520661157
chr_12 1270001 1280000 0.00625190082644628
chr_12 1280001 1290000 0.00491818181818182
chr_12 1290001 1300000 0.00536165289256198
chr_12 1300001 1310000 0.00597867768595041
chr_12 1310001 1320000 0.0049097520661157
chr_12 1320001 1330000 0.00476247933884298
chr_12 1330001 1340000 0.00577140495867769
chr_12 1340001 1350000 0.00567719008264463
chr_12 1350001 1360000 0.00225107438016529
chr_12 1360001 1370000 0.00447404958677686
chr_12 1370001 1380000 0.00628528925619835
chr_12 1380001 1390000 0.00450611570247934
chr_12 1390001 1400000 0.0057396694214876
chr_12 1400001 1410000 0.00439933884297521
chr_12 1410001 1420000 0.00393537190082645
chr_12 1420001 1430000 0.00400677685950413
chr_12 1430001 1440000 0.00240925619834711
chr_12 1440001 1450000 0.00406165289256198
chr_12 1450001 1460000 0.00331123966942149
chr_12 1460001 1470000 0.00345421487603306
chr_12 1470001 1480000 0.00205917355371901
chr_12 1480001 1490000 0.00479603305785124
chr_12 1490001 1500000 0.00376330578512397
chr_12 1500001 1510000 0.00431669421487603
chr_12 1510001 1520000 0.00439801652892562
chr_12 1520001 1530000 0.00491388429752066
chr_12 1530001 1540000 0.00342198347107438
chr_12 1540001 1550000 0.00396595041322314
chr_12 1550001 1560000 0.00451884297520661
chr_12 1560001 1570000 0.0042403305785124
chr_12 1570001 1580000 0.00445322314049587
chr_12 1580001 1590000 0.00337289256198347
chr_12 1590001 1600000 0.00250380165289256
chr_12 1600001 1610000 0.00533421487603306
chr_12 1610001 1620000 0.00434198347107438
chr_12 1620001 1630000 0.00407107438016529
chr_12 1630001 1640000 0.00446363636363636
chr_12 1640001 1650000 0.00392264462809917
chr_12 1650001 1660000 0.0020095867768595
chr_12 1660001 1670000 0.00371256198347107
chr_12 1670001 1680000 0.00265421487603306
chr_12 1680001 1690000 0.0024396694214876
chr_12 1690001 1700000 0.00391652892561983
chr_12 1700001 1710000 0.00440826446280992
chr_12 1710001 1720000 0.00256082644628099
chr_12 1720001 1730000 0.00305851239669422
chr_12 1730001 1740000 0.00332892561983471
chr_12 1740001 1750000 0.00310462809917355
chr_12 1750001 1760000 0.00318429752066116
chr_12 1760001 1770000 0.00301735537190083
chr_12 1770001 1780000 0.00459487603305785
chr_12 1780001 1790000 0.00433438016528926
chr_12 1790001 1800000 0.00284826446280992
chr_12 1800001 1810000 0.0021902479338843
chr_12 1810001 1820000 0.00231917355371901
chr_12 1820001 1830000 0.00186876033057851
chr_12 1830001 1840000 0.00304512396694215
chr_12 1840001 1850000 0.00244710743801653
chr_12 1850001 1860000 0.00230578512396694
chr_12 1860001 1870000 0.00047504132231405
chr_12 1870001 1880000 5.5702479338843e-05
chr_12 1880001 1890000 0
chr_12 1890001 1900000 0.000104793388429752
chr_12 1900001 1910000 2.39669421487603e-05
chr_12 1910001 1920000 9.76859504132231e-05
chr_12 1920001 1930000 6.90909090909091e-05
chr_12 1930001 1940000 0
chr_12 1940001 1950000 2.47933884297521e-05
chr_12 1950001 1960000 0.00014495867768595
chr_12 1960001 1970000 0.000210743801652893
chr_12 1970001 1980000 6.61157024793388e-06
chr_12 1980001 1990000 9.91735537190083e-06
chr_12 1990001 2e+06 0.00013702479338843
chr_12 2000001 2010000 0.000133057851239669
chr_12 2010001 2020000 9.91735537190083e-06
chr_12 2020001 2030000 0.000308595041322314
chr_12 2030001 2040000 0.000405785123966942
chr_12 2040001 2050000 0
chr_12 2050001 2060000 7.68595041322314e-05
chr_12 2060001 2070000 0.000283471074380165
chr_12 2070001 2080000 1.65289256198347e-06
chr_12 2080001 2090000 7.42148760330579e-05
chr_12 2090001 2100000 0.00202727272727273
chr_12 2100001 2110000 0.000967107438016529
chr_12 2110001 2120000 9.91735537190083e-06
chr_12 2120001 2130000 0.00025603305785124
chr_12 2130001 2140000 0.000277851239669421
chr_12 2140001 2150000 0
chr_12 2150001 2160000 1.65289256198347e-06
chr_12 2160001 2170000 4.90909090909091e-05
chr_12 2170001 2180000 0
chr_12 2180001 2190000 0
chr_12 2190001 2200000 0.000334214876033058
chr_12 2200001 2210000 1.5702479338843e-05
chr_12 2210001 2220000 0
chr_12 2220001 2230000 5.1900826446281e-05
chr_12 2230001 2240000 0.000172396694214876
chr_12 2240001 2250000 0.000202314049586777
chr_12 2250001 2260000 0.000203140495867769
chr_12 2260001 2270000 0.000193719008264463
chr_12 2270001 2280000 9.93388429752066e-05
chr_12 2280001 2290000 2.62809917355372e-05
chr_12 2290001 2300000 1.48760330578512e-05
chr_12 2300001 2310000 3.81818181818182e-05
chr_12 2310001 2320000 3.58677685950413e-05
chr_12 2320001 2330000 0.00193305785123967
chr_12 2330001 2340000 0.00315537190082645
chr_12 2340001 2350000 0.00360115702479339
chr_12 2350001 2360000 0.00071603305785124
chr_12 2360001 2370000 0.00458099173553719
chr_12 2370001 2380000 0.00460297520661157
chr_12 2380001 2390000 0.00509371900826446
chr_12 2390001 2400000 0.0029300826446281
chr_12 2400001 2410000 0.00520214876033058
chr_12 2410001 2420000 0.00513272727272727
chr_12 2420001 2430000 0.00589603305785124
chr_12 2430001 2440000 0.00733785123966942
chr_12 2440001 2450000 0.00661272727272727
chr_12 2450001 2460000 0.00616545454545455
chr_12 2460001 2470000 0.0038998347107438
chr_12 2470001 2480000 0.00502876033057851
chr_12 2480001 2490000 0.00588280991735537
chr_12 2490001 2500000 0.00575322314049587
chr_12 2500001 2510000 0.00390611570247934
chr_12 2510001 2520000 0.00420198347107438
chr_12 2520001 2530000 0.00592611570247934
chr_12 2530001 2540000 0.00528859504132231
chr_12 2540001 2550000 0.00504710743801653
chr_12 2550001 2560000 0.00369272727272727
chr_12 2560001 2570000 0.00492066115702479
chr_12 2570001 2580000 0.00390595041322314
chr_12 2580001 2590000 0.00399851239669421
chr_12 2590001 2600000 0.00472280991735537
chr_12 2600001 2610000 0.00222280991735537
chr_12 2610001 2620000 0.00561371900826446
chr_12 2620001 2630000 0.00389305785123967
chr_12 2630001 2640000 0.00367239669421488
chr_12 2640001 2650000 0.0027198347107438
chr_12 2650001 2660000 0.00178099173553719
chr_12 2660001 2670000 0.00270661157024793
chr_12 2670001 2680000 0.00310677685950413
chr_12 2680001 2690000 0.00172661157024793
chr_12 2690001 2700000 0.00376330578512397
chr_12 2700001 2710000 0.00463123966942149
chr_12 2710001 2720000 0.0061604958677686
chr_12 2720001 2730000 0.00355388429752066
chr_12 2730001 2740000 0.00379537190082645
chr_12 2740001 2750000 0.00614214876033058
chr_12 2750001 2760000 0.0025497520661157
chr_12 2760001 2770000 0.00228495867768595
chr_12 2770001 2780000 0
chr_12 2780001 2790000 0.000336198347107438
chr_12 2790001 2800000 0
chr_12 2800001 2810000 0.000152066115702479
chr_12 2810001 2820000 0
chr_12 2820001 2830000 0.000102644628099174
chr_12 2830001 2840000 0
chr_12 2840001 2850000 8.26446280991736e-06
chr_12 2850001 2860000 2.47933884297521e-05
chr_12 2860001 2870000 0.0015403305785124
chr_12 2870001 2880000 0.00549702479338843
chr_12 2880001 2890000 0.00515107438016529
chr_12 2890001 2900000 0.00666743801652893
chr_12 2900001 2910000 0.00691619834710744
chr_12 2910001 2920000 0.00233157024793388
chr_12 2920001 2930000 0.00369818181818182
chr_12 2930001 2940000 0.00393801652892562
chr_12 2940001 2950000 0.00299421487603306
chr_12 2950001 2960000 0.00304578512396694
chr_12 2960001 2970000 0.00343421487603306
chr_12 2970001 2980000 0.00366181818181818
chr_12 2980001 2990000 0.00466264462809917
chr_12 2990001 3e+06 0.00613289256198347
chr_12 3000001 3010000 0.00337520661157025
chr_12 3010001 3020000 0.00283355371900826
chr_12 3020001 3030000 0.00553867768595041
chr_12 3030001 3040000 0.00606892561983471
chr_12 3040001 3050000 0.00226380165289256
chr_12 3050001 3060000 0.00279834710743802
chr_12 3060001 3070000 0.00490710743801653
chr_12 3070001 3080000 0.00451157024793388
chr_12 3080001 3090000 0.00617603305785124
chr_12 3090001 3100000 0.00427834710743802
chr_12 3100001 3110000 0.00482694214876033
chr_12 3110001 3120000 0.00296198347107438
chr_12 3120001 3130000 0.0017495867768595
chr_12 3130001 3140000 0.00400694214876033
chr_12 3140001 3150000 0.00367305785123967
chr_12 3150001 3160000 0.00411471074380165
chr_12 3160001 3170000 0.00404363636363636
chr_12 3170001 3180000 0.00653669421487603
chr_12 3180001 3190000 0.00545504132231405
chr_12 3190001 3200000 0.00543190082644628
chr_12 3200001 3210000 0.00352495867768595
chr_12 3210001 3220000 0.00423719008264463
chr_12 3220001 3230000 0.00559520661157025
chr_12 3230001 3240000 0.00321454545454545
chr_12 3240001 3250000 0.00328231404958678
chr_12 3250001 3260000 0.00374661157024793
chr_12 3260001 3270000 0.00611190082644628
chr_12 3270001 3280000 0.00501768595041322
chr_12 3280001 3290000 0.0019904132231405
chr_12 3290001 3300000 0.00464677685950413
chr_12 3300001 3310000 0.00560578512396694
chr_12 3310001 3320000 0.00461206611570248
chr_12 3320001 3330000 0.0033801652892562
chr_12 3330001 3340000 0.00307355371900826
chr_12 3340001 3350000 0.00450446280991736
chr_12 3350001 3360000 0.0053598347107438
chr_12 3360001 3370000 0.00578115702479339
chr_12 3370001 3380000 0.00461768595041322
chr_12 3380001 3390000 0.00689338842975207
chr_12 3390001 3400000 0.0063100826446281
chr_12 3400001 3410000 0.00697090909090909
chr_12 3410001 3420000 0.00624380165289256
chr_12 3420001 3430000 0.00560826446280992
chr_12 3430001 3440000 0.00463057851239669
chr_12 3440001 3450000 0.00605504132231405
chr_12 3450001 3460000 0.00474165289256198
chr_12 3460001 3470000 0.00313140495867769
chr_12 3470001 3480000 0.00225107438016529
chr_12 3480001 3490000 0.00247057851239669
chr_12 3490001 3500000 0.00371371900826446
chr_12 3500001 3510000 0.00477619834710744
chr_12 3510001 3520000 0.00612545454545455
chr_12 3520001 3530000 0.00671586776859504
chr_12 3530001 3540000 0.00601570247933884
chr_12 3540001 3550000 0.0046297520661157
chr_12 3550001 3560000 0.00662132231404959
chr_12 3560001 3570000 0.00741305785123967
chr_12 3570001 3580000 0.00654809917355372
chr_12 3580001 3590000 0.00704066115702479
chr_12 3590001 3600000 0.00428661157024793
chr_12 3600001 3610000 0.00745603305785124
chr_12 3610001 3620000 0.00431388429752066
chr_12 3620001 3630000 0.00574743801652893
chr_12 3630001 3640000 0.00566876033057851
chr_12 3640001 3650000 0.00594661157024793
chr_12 3650001 3660000 0.00503487603305785
chr_12 3660001 3670000 0.00382710743801653
chr_12 3670001 3680000 0.00673272727272727
chr_12 3680001 3690000 0.00632545454545455
chr_12 3690001 3700000 0.00800413223140496
chr_12 3700001 3710000 0.00684479338842975
chr_12 3710001 3720000 0.00514214876033058
chr_12 3720001 3730000 0.00674925619834711
chr_12 3730001 3740000 0.00708760330578512
chr_12 3740001 3750000 0.0080803305785124
chr_12 3750001 3760000 0.0073102479338843
chr_12 3760001 3770000 0.00543818181818182
chr_12 3770001 3780000 0.00467157024793388
chr_12 3780001 3790000 0.00588132231404959
chr_12 3790001 3800000 0.00628148760330579
chr_12 3800001 3810000 0.00628082644628099
chr_12 3810001 3820000 0.00586611570247934
chr_12 3820001 3830000 0.00652909090909091
chr_12 3830001 3840000 0.00665719008264463
chr_12 3840001 3850000 0.00706247933884298
chr_12 3850001 3860000 0.00793338842975207
chr_12 3860001 3870000 0.00666809917355372
chr_12 3870001 3880000 0.0046001652892562
chr_12 3880001 3890000 0.00588743801652892
chr_12 3890001 3900000 0.00805685950413223
chr_12 3900001 3910000 0.00782330578512397
chr_12 3910001 3920000 0.00653851239669421
chr_12 3920001 3930000 0.00775553719008264
chr_12 3930001 3940000 0.0081095867768595
chr_12 3940001 3950000 0.00582528925619835
chr_12 3950001 3960000 0.00547256198347107
chr_12 3960001 3970000 0.00224909090909091
chr_12 3970001 3980000 0.00225355371900826
chr_12 3980001 3990000 0.00277289256198347
chr_12 3990001 4e+06 0.0025203305785124
chr_12 4000001 4010000 0.00337619834710744
chr_12 4010001 4020000 0.00293272727272727
chr_12 4020001 4030000 0.00326842975206612
chr_12 4030001 4040000 0.00317537190082645
chr_12 4040001 4050000 0.00216561983471074
chr_12 4050001 4060000 0.00340760330578512
chr_12 4060001 4070000 0.0019404958677686
chr_12 4070001 4080000 0.00147834710743802
chr_12 4080001 4090000 0.00291272727272727
chr_12 4090001 4100000 0.00242727272727273
chr_12 4100001 4110000 0.00499123966942149
chr_12 4110001 4120000 0.00426545454545455
chr_12 4120001 4130000 0.00316942148760331
chr_12 4130001 4140000 0.00440429752066116
chr_12 4140001 4150000 0.00314776859504132
chr_12 4150001 4160000 0.00252198347107438
chr_12 4160001 4170000 0.00396247933884298
chr_12 4170001 4180000 0.00324545454545455
chr_12 4180001 4190000 0.00325289256198347
chr_12 4190001 4200000 0.00320876033057851
chr_12 4200001 4210000 0.00581305785123967
chr_12 4210001 4220000 0.00661520661157025
chr_12 4220001 4230000 0.0049695867768595
chr_12 4230001 4240000 0.00320297520661157
chr_12 4240001 4250000 0.00349652892561983
chr_12 4250001 4260000 0.00295851239669421
chr_12 4260001 4270000 0.0024803305785124
chr_12 4270001 4280000 0.00278909090909091
chr_12 4280001 4290000 0.00201735537190083
chr_12 4290001 4300000 0.0026398347107438
chr_12 4300001 4310000 0.00366066115702479
chr_12 4310001 4320000 0.00376578512396694
chr_12 4320001 4330000 0.00367190082644628
chr_12 4330001 4340000 0.00250479338842975
chr_12 4340001 4350000 0.00244628099173554
chr_12 4350001 4360000 0.00298595041322314
chr_12 4360001 4370000 0.00164330578512397
chr_12 4370001 4380000 0.00201504132231405
chr_12 4380001 4390000 0.00343900826446281
chr_12 4390001 4400000 0.00294528925619835
chr_12 4400001 4410000 0.00219719008264463
chr_12 4410001 4420000 0.0038099173553719
chr_12 4420001 4430000 0.00256909090909091
chr_12 4430001 4440000 0.00214231404958678
chr_12 4440001 4450000 0.00274611570247934
chr_12 4450001 4460000 0.00289487603305785
chr_12 4460001 4470000 0.00391123966942149
chr_12 4470001 4480000 0.00282876033057851
chr_12 4480001 4490000 0.00257785123966942
chr_12 4490001 4500000 0.00351272727272727
chr_12 4500001 4510000 0.0044798347107438
chr_12 4510001 4520000 0.00217355371900826
chr_12 4520001 4530000 0.00246462809917355
chr_12 4530001 4540000 0.00263586776859504
chr_12 4540001 4550000 0.00297404958677686
chr_12 4550001 4560000 0.00341388429752066
chr_12 4560001 4570000 0.00205851239669421
chr_12 4570001 4580000 0.00219074380165289
chr_12 4580001 4590000 0.00265355371900826
chr_12 4590001 4600000 0.00309851239669421
chr_12 4600001 4610000 0.00283570247933884
chr_12 4610001 4620000 0.00339652892561983
chr_12 4620001 4630000 0.00320446280991735
chr_12 4630001 4640000 0.00197338842975207
chr_12 4640001 4650000 0.00335933884297521
chr_12 4650001 4660000 0.0053702479338843
chr_12 4660001 4670000 0.00471107438016529
chr_12 4670001 4680000 0.00590760330578512
chr_12 4680001 4690000 0.00405471074380165
chr_12 4690001 4700000 0.00587504132231405
chr_12 4700001 4710000 0.00464925619834711
chr_12 4710001 4720000 0.00447752066115702
chr_12 4720001 4730000 0.00510677685950413
chr_12 4730001 4740000 0.00597603305785124
chr_12 4740001 4750000 0.00657239669421488
chr_12 4750001 4760000 0.00723223140495868
chr_12 4760001 4770000 0.00815884297520661
chr_12 4770001 4780000 0.00762727272727273
chr_12 4780001 4790000 0.00651123966942149
chr_12 4790001 4800000 0.00612628099173554
chr_12 4800001 4810000 0.00494082644628099
chr_12 4810001 4820000 0.00688314049586777
chr_12 4820001 4830000 0.0077295867768595
chr_12 4830001 4840000 0.00717851239669422
chr_12 4840001 4850000 0.00670231404958678
chr_12 4850001 4860000 0.00574644628099174
chr_12 4860001 4870000 0.00519752066115702
chr_12 4870001 4880000 0.00309404958677686
chr_12 4880001 4890000 0.00485504132231405
chr_12 4890001 4900000 0.0055201652892562
chr_12 4900001 4910000 0.00492826446280992
chr_12 4910001 4920000 0.00422099173553719
chr_12 4920001 4930000 0.00387404958677686
chr_12 4930001 4940000 0.00405206611570248
chr_12 4940001 4950000 0.00268413223140496
chr_12 4950001 4960000 0.00298165289256198
chr_12 4960001 4970000 0.00306694214876033
chr_12 4970001 4980000 0.00509785123966942
chr_12 4980001 4990000 0.00477504132231405
chr_12 4990001 5e+06 0.00396396694214876
chr_12 5000001 5010000 0.00431355371900826
chr_12 5010001 5020000 0.00519057851239669
chr_12 5020001 5030000 0.00455603305785124
chr_12 5030001 5040000 0.00463719008264463
chr_12 5040001 5050000 0.00499074380165289
chr_12 5050001 5060000 0.00587900826446281
chr_12 5060001 5070000 0.00576264462809917
chr_12 5070001 5080000 0.00855652892561983
chr_12 5080001 5090000 0.00720198347107438
chr_12 5090001 5100000 0.00796297520661157
chr_12 5100001 5110000 0.00791157024793388
chr_12 5110001 5120000 0.00814314049586777
chr_12 5120001 5130000 0.00560049586776859
chr_12 5130001 5140000 0.0074895867768595
chr_12 5140001 5150000 0.00511404958677686
chr_12 5150001 5160000 0.00538842975206612
chr_12 5160001 5170000 0.00682793388429752
chr_12 5170001 5180000 0.00790892561983471
chr_12 5180001 5190000 0.00721867768595041
chr_12 5190001 5200000 0.00489074380165289
chr_12 5200001 5210000 0.0060695867768595
chr_12 5210001 5220000 0.0060100826446281
chr_12 5220001 5230000 0.00441438016528926
chr_12 5230001 5240000 0.00227669421487603
chr_12 5240001 5250000 0.00381735537190083
chr_12 5250001 5260000 0.00486942148760331
chr_12 5260001 5270000 0.00567669421487603
chr_12 5270001 5280000 0.00567454545454545
chr_12 5280001 5290000 0.00650462809917355
chr_12 5290001 5300000 0.00689851239669422
chr_12 5300001 5310000 0.00612611570247934
chr_12 5310001 5320000 0.00595206611570248
chr_12 5320001 5330000 0.00305355371900826
chr_12 5330001 5340000 0.00271636363636364
chr_12 5340001 5350000 0.00286231404958678
chr_12 5350001 5360000 0.00144
chr_12 5360001 5370000 0.00142049586776859
chr_12 5370001 5380000 0.00215619834710744
chr_12 5380001 5390000 0.00206099173553719
chr_12 5390001 5400000 0.00329636363636364
chr_12 5400001 5410000 0.00230330578512397
chr_12 5410001 5420000 0.00300314049586777
chr_12 5420001 5430000 0.0023798347107438
chr_12 5430001 5440000 0.00285785123966942
chr_12 5440001 5450000 0.00282710743801653
chr_12 5450001 5460000 0.00312495867768595
chr_12 5460001 5470000 0.00376363636363636
chr_12 5470001 5480000 0.00334247933884298
chr_12 5480001 5490000 0.0025500826446281
chr_12 5490001 5500000 0.00203190082644628
chr_12 5500001 5510000 0.00245719008264463
chr_12 5510001 5520000 0.00274479338842975
chr_12 5520001 5530000 0.00150413223140496
chr_12 5530001 5540000 0.00275107438016529
chr_12 5540001 5550000 0.00261652892561983
chr_12 5550001 5560000 0.00240545454545455
chr_12 5560001 5570000 0.00308429752066116
chr_12 5570001 5580000 0.00300644628099174
chr_12 5580001 5590000 0.0029504132231405
chr_12 5590001 5600000 0.00257685950413223
chr_12 5600001 5610000 0.00346628099173554
chr_12 5610001 5620000 0.00200231404958678
chr_12 5620001 5630000 0.00413801652892562
chr_12 5630001 5640000 0.00177801652892562
chr_12 5640001 5650000 0.00292545454545455
chr_12 5650001 5660000 0.00252446280991736
chr_12 5660001 5670000 0.00246280991735537
chr_12 5670001 5680000 0.00228727272727273
chr_12 5680001 5690000 0.00239917355371901
chr_12 5690001 5700000 0.00167652892561983
chr_12 5700001 5710000 0.00228859504132231
chr_12 5710001 5720000 0.00277223140495868
chr_12 5720001 5730000 0.00251520661157025
chr_12 5730001 5740000 0.00202727272727273
chr_12 5740001 5750000 0.00221586776859504
chr_12 5750001 5760000 0.00255057851239669
chr_12 5760001 5770000 0.00279256198347107
chr_12 5770001 5780000 0.00255454545454545
chr_12 5780001 5790000 0.00366280991735537
chr_12 5790001 5800000 0.00346909090909091
chr_12 5800001 5810000 0.00241603305785124
chr_12 5810001 5820000 0.0047401652892562
chr_12 5820001 5830000 0.00407256198347107
chr_12 5830001 5840000 0.00426479338842975
chr_12 5840001 5850000 0.00443950413223141
chr_12 5850001 5860000 0.00417338842975207
chr_12 5860001 5870000 0.00405173553719008
chr_12 5870001 5880000 0.00506214876033058
chr_12 5880001 5890000 0.00646148760330579
chr_12 5890001 5900000 0.00427917355371901
chr_12 5900001 5910000 0.00360462809917355
chr_12 5910001 5920000 0.00175239669421488
chr_12 5920001 5930000 0.00312264462809917
chr_12 5930001 5940000 0.00562760330578512
chr_12 5940001 5950000 0.00618247933884298
chr_12 5950001 5960000 0.00435570247933884
chr_12 5960001 5970000 0.00613537190082645
chr_12 5970001 5980000 0.00566181818181818
chr_12 5980001 5990000 0.00538214876033058
chr_12 5990001 6e+06 0.00420809917355372
chr_12 6000001 6010000 0.00558710743801653
chr_12 6010001 6020000 0.00463223140495868
chr_12 6020001 6030000 0.00632727272727273
chr_12 6030001 6040000 0.00550132231404959
chr_12 6040001 6050000 0.00481735537190083
chr_12 6050001 6060000 0.00499388429752066
chr_12 6060001 6070000 0.00441917355371901
chr_12 6070001 6080000 0.00516181818181818
chr_12 6080001 6090000 0.00491322314049587
chr_12 6090001 6100000 0.00346247933884298
chr_12 6100001 6110000 0.00450842975206612
chr_12 6110001 6120000 0.00310512396694215
chr_12 6120001 6130000 0.00353256198347107
chr_12 6130001 6140000 0.00386314049586777
chr_12 6140001 6150000 0.00489272727272727
chr_12 6150001 6160000 0.00274661157024793
chr_12 6160001 6170000 0.00372330578512397
chr_12 6170001 6180000 0.00310446280991736
chr_12 6180001 6190000 0.00258876033057851
chr_12 6190001 6200000 0.00430892561983471
chr_12 6200001 6210000 0.00609438016528926
chr_12 6210001 6220000 0.00490809917355372
chr_12 6220001 6230000 0.00380892561983471
chr_12 6230001 6240000 0.00651140495867769
chr_12 6240001 6250000 0.00504
chr_12 6250001 6260000 0.00366363636363636
chr_12 6260001 6270000 0.00337685950413223
chr_12 6270001 6280000 0.00256826446280992
chr_12 6280001 6290000 0.00202297520661157
chr_12 6290001 6300000 0.00314066115702479
chr_12 6300001 6310000 0.00359471074380165
chr_12 6310001 6320000 0.00323520661157025
chr_12 6320001 6330000 0.00311768595041322
chr_12 6330001 6340000 0.00191900826446281
chr_12 6340001 6350000 0.00152330578512397
chr_12 6350001 6360000 0.0016995041322314
chr_12 6360001 6370000 0.00240842975206612
chr_12 6370001 6380000 0.00263553719008264
chr_12 6380001 6390000 0.00338297520661157
chr_12 6390001 6400000 0.00387090909090909
chr_12 6400001 6410000 0.00252479338842975
chr_12 6410001 6420000 0.00240528925619835
chr_12 6420001 6430000 0.00304826446280992
chr_12 6430001 6440000 0.00339785123966942
