chr start stop Azores/Belgium Azores/Canary Azores/CapeVerde Azores/Spain_Caz Belgium/Canary Belgium/CapeVerde Belgium/Spain_Caz Canary/CapeVerde Canary/Spain_Caz CapeVerde/Spain_Caz
chr_21 280001 290000 0.00525076923076923 0.00481769230769231 0.00434965034965035 0.0047 0.005336 0.00527272727272727 0.005002 0.00477181818181818 0.004694 0.00457090909090909
chr_21 290001 3e+05 0.00482 0.00451461538461538 0.00449440559440559 0.00448153846153846 0.004686 0.00498545454545455 0.004598 0.00454636363636364 0.004434 0.00441818181818182
chr_21 300001 310000 0.00410769230769231 0.00374384615384615 0.0036972027972028 0.00386923076923077 0.00398 0.00420545454545455 0.003898 0.00382090909090909 0.003812 0.00394545454545455
chr_21 310001 320000 0.00511692307692308 0.00500846153846154 0.00493426573426573 0.00526923076923077 0.005276 0.00519272727272727 0.0052 0.00517909090909091 0.005104 0.00494
chr_21 320001 330000 0.00568230769230769 0.00529538461538462 0.00487342657342657 0.00503 0.005738 0.00588272727272727 0.005684 0.00553818181818182 0.005402 0.00554272727272727
chr_21 330001 340000 0.00505615384615385 0.00495846153846154 0.00466153846153846 0.00484230769230769 0.005272 0.00537545454545455 0.005108 0.00506545454545455 0.00515 0.00516636363636364
chr_21 340001 350000 0.00509076923076923 0.00498769230769231 0.0042965034965035 0.00492230769230769 0.005212 0.00508909090909091 0.00496 0.00493454545454545 0.005234 0.00498090909090909
chr_21 350001 360000 0.00534692307692308 0.00477615384615385 0.00468531468531469 0.00520384615384615 0.005234 0.00538636363636364 0.005254 0.00479545454545455 0.00531 0.00528272727272727
chr_21 360001 370000 0.00607846153846154 0.00584615384615385 0.00564755244755245 0.00588538461538462 0.006154 0.00617636363636364 0.005998 0.00562545454545455 0.005882 0.00583363636363636
chr_21 370001 380000 0.00445230769230769 0.00440615384615385 0.00418251748251748 0.00449692307692308 0.004294 0.00431090909090909 0.004268 0.00426909090909091 0.004514 0.00428363636363636
chr_21 380001 390000 0.00304846153846154 0.00298692307692308 0.00289440559440559 0.00300846153846154 0.003024 0.00293545454545455 0.002872 0.00280818181818182 0.002978 0.00284272727272727
chr_21 390001 4e+05 0.00627846153846154 0.00597307692307692 0.00548601398601399 0.00569615384615385 0.005874 0.00584363636363636 0.006432 0.00568272727272727 0.006386 0.00597909090909091
chr_21 400001 410000 0.00641692307692308 0.00646153846153846 0.00626573426573427 0.00666923076923077 0.006194 0.00619272727272727 0.00624 0.00611454545454545 0.00601 0.00610181818181818
chr_21 410001 420000 0.00442846153846154 0.00440153846153846 0.00384335664335664 0.00448769230769231 0.004824 0.00414454545454545 0.004732 0.00425272727272727 0.004862 0.00451272727272727
chr_21 420001 430000 0.00454615384615385 0.00426307692307692 0.00377202797202797 0.00488923076923077 0.004794 0.00470727272727273 0.004904 0.00393636363636364 0.005086 0.00502545454545455
chr_21 430001 440000 0.00479923076923077 0.00428307692307692 0.00418671328671329 0.00456230769230769 0.004836 0.00474272727272727 0.004824 0.00437090909090909 0.004542 0.00459727272727273
chr_21 440001 450000 0.00477769230769231 0.00445461538461538 0.00472797202797203 0.00499 0.004894 0.00548818181818182 0.005202 0.00501727272727273 0.004684 0.00523545454545454
chr_21 450001 460000 0.00406153846153846 0.00436076923076923 0.00387132867132867 0.00427384615384615 0.004372 0.0043 0.004162 0.00450454545454545 0.00449 0.00422909090909091
chr_21 460001 470000 0.00312153846153846 0.00331769230769231 0.00332237762237762 0.00321153846153846 0.00284 0.00318545454545455 0.002974 0.00331727272727273 0.003076 0.00341181818181818
chr_21 470001 480000 0.00394384615384615 0.00355 0.00382797202797203 0.00422615384615385 0.003702 0.00411 0.004136 0.00375909090909091 0.003848 0.00418363636363636
chr_21 480001 490000 0.00495461538461538 0.00454153846153846 0.00491048951048951 0.00452615384615385 0.00472 0.00537181818181818 0.004484 0.00493454545454545 0.004212 0.00506909090909091
chr_21 490001 5e+05 0.00614615384615385 0.00609769230769231 0.00513566433566434 0.00542769230769231 0.006788 0.00636909090909091 0.006114 0.00651181818181818 0.006262 0.00578727272727273
chr_21 500001 510000 0.00494 0.00445076923076923 0.00452167832167832 0.00455461538461539 0.004948 0.00485090909090909 0.00501 0.0049 0.004742 0.00481909090909091
chr_21 510001 520000 0.00397538461538462 0.00364769230769231 0.00381608391608392 0.00397923076923077 0.003612 0.00397272727272727 0.00389 0.00384727272727273 0.003636 0.00391909090909091
chr_21 520001 530000 0.00340769230769231 0.00321538461538462 0.0029958041958042 0.00366076923076923 0.003156 0.00331272727272727 0.003492 0.00310727272727273 0.003446 0.00347181818181818
chr_21 530001 540000 0.00732076923076923 0.00705923076923077 0.00660769230769231 0.00729461538461538 0.007634 0.00736272727272727 0.007394 0.00702272727272727 0.007598 0.00690272727272727
chr_21 540001 550000 0.00561769230769231 0.00487 0.00491118881118881 0.00528461538461538 0.005634 0.00572090909090909 0.005612 0.00511909090909091 0.005454 0.00532
chr_21 550001 560000 0.00530692307692308 0.00490923076923077 0.00466363636363636 0.00537461538461538 0.005386 0.00538090909090909 0.005536 0.00518909090909091 0.005346 0.00564454545454545
chr_21 560001 570000 0.00431384615384615 0.00441846153846154 0.00398391608391608 0.00426 0.004524 0.00431090909090909 0.004286 0.00448181818181818 0.004394 0.00415090909090909
chr_21 570001 580000 0.00389076923076923 0.00360307692307692 0.00345174825174825 0.00364615384615385 0.00358 0.00354 0.00347 0.00345454545454545 0.003492 0.00346727272727273
chr_21 580001 590000 0.00530076923076923 0.00497923076923077 0.00491608391608392 0.00514307692307692 0.00514 0.00529545454545455 0.00515 0.00504636363636364 0.005004 0.00521454545454546
chr_21 590001 6e+05 0.00501692307692308 0.00504923076923077 0.00490839160839161 0.00505076923076923 0.00546 0.00507090909090909 0.005124 0.00537090909090909 0.005312 0.00516909090909091
chr_21 600001 610000 0.00512 0.00514615384615385 0.0040972027972028 0.00517846153846154 0.005566 0.00491272727272727 0.005186 0.00518181818181818 0.005762 0.00513272727272727
chr_21 610001 620000 0.00232230769230769 0.00227461538461538 0.00203986013986014 0.00221 0.002346 0.00226454545454545 0.002154 0.00217909090909091 0.002264 0.00211909090909091
chr_21 620001 630000 0.00454615384615385 0.00433615384615385 0.0037979020979021 0.00410461538461539 0.004824 0.00457272727272727 0.004404 0.00415 0.004324 0.00398
chr_21 630001 640000 0.00448076923076923 0.00427615384615385 0.00374895104895105 0.00433692307692308 0.00477 0.00453181818181818 0.00453 0.00428454545454545 0.004706 0.00437818181818182
chr_21 640001 650000 0.00455615384615385 0.00429384615384615 0.0040965034965035 0.00451923076923077 0.00442 0.00469181818181818 0.0045 0.00446181818181818 0.004496 0.00470272727272727
chr_21 650001 660000 0.00426153846153846 0.00381384615384615 0.00357202797202797 0.00389846153846154 0.004198 0.00434545454545455 0.004108 0.00403272727272727 0.003952 0.00399636363636364
chr_21 660001 670000 0.00420461538461538 0.00408384615384615 0.00343216783216783 0.00429 0.004124 0.00410727272727273 0.004206 0.00415363636363636 0.00428 0.00414454545454545
chr_21 670001 680000 0.00463461538461538 0.00446461538461538 0.00384615384615385 0.00463615384615385 0.00464 0.00460454545454545 0.004562 0.00448727272727273 0.004628 0.00463545454545455
chr_21 680001 690000 0.00588307692307692 0.00572846153846154 0.00495174825174825 0.00560538461538462 0.006424 0.00613090909090909 0.006146 0.00627545454545455 0.00624 0.00596454545454546
chr_21 690001 7e+05 0.00623307692307692 0.00537 0.00462797202797203 0.00602846153846154 0.00572 0.00587363636363636 0.005848 0.00522272727272727 0.005516 0.00555363636363636
chr_21 700001 710000 0.00433153846153846 0.00428461538461538 0.00356923076923077 0.00425461538461539 0.004268 0.00420090909090909 0.004112 0.00418181818181818 0.004224 0.00417
chr_21 710001 720000 0.00378384615384615 0.00383307692307692 0.00334335664335664 0.00396384615384615 0.003828 0.00367909090909091 0.003838 0.00362090909090909 0.003896 0.00388454545454545
chr_21 720001 730000 0.00307461538461538 0.00339615384615385 0.00315454545454545 0.00328846153846154 0.003242 0.00324636363636364 0.003042 0.00356090909090909 0.003342 0.00337727272727273
chr_21 730001 740000 0.00476 0.00466076923076923 0.00389440559440559 0.00486153846153846 0.004354 0.00465454545454545 0.004364 0.00444636363636364 0.004504 0.00470909090909091
chr_21 740001 750000 0.00502384615384615 0.00517230769230769 0.00420629370629371 0.00489230769230769 0.005304 0.00507363636363636 0.005006 0.00488545454545455 0.00493 0.00504
chr_21 750001 760000 0.00375538461538462 0.00351923076923077 0.00291398601398601 0.00371307692307692 0.004044 0.00392909090909091 0.00397 0.00358636363636364 0.00404 0.00386090909090909
chr_21 760001 770000 0.00539153846153846 0.00501538461538462 0.00455034965034965 0.00523461538461538 0.005662 0.00573909090909091 0.005792 0.00501272727272727 0.005674 0.00559545454545454
chr_21 770001 780000 0.00545538461538462 0.00536461538461538 0.00463496503496504 0.00538692307692308 0.005816 0.00556363636363636 0.00554 0.00548 0.005692 0.00558818181818182
chr_21 780001 790000 0.00579923076923077 0.00502615384615385 0.00454405594405594 0.00567230769230769 0.005948 0.00589181818181818 0.006014 0.00518 0.005722 0.00561636363636364
chr_21 790001 8e+05 0.00259384615384615 0.00255923076923077 0.00208391608391608 0.00267153846153846 0.00283 0.00267818181818182 0.002846 0.00258636363636364 0.00285 0.00265909090909091
chr_21 800001 810000 0.00680384615384615 0.00661769230769231 0.00586153846153846 0.00713538461538461 0.00671 0.00694636363636364 0.006868 0.00672090909090909 0.007184 0.00705636363636364
chr_21 810001 820000 0.00437 0.00396846153846154 0.00383916083916084 0.00442230769230769 0.00427 0.00453 0.004486 0.00397727272727273 0.004464 0.00457181818181818
chr_21 820001 830000 0.00680538461538462 0.00664846153846154 0.00616013986013986 0.00653230769230769 0.006976 0.00681181818181818 0.006886 0.00636272727272727 0.00708 0.00678545454545455
chr_21 830001 840000 0.00450307692307692 0.00406923076923077 0.00397062937062937 0.00452307692307692 0.004508 0.00450545454545455 0.004506 0.00413090909090909 0.004522 0.00457818181818182
chr_21 840001 850000 0.00467153846153846 0.00420076923076923 0.00377972027972028 0.00431461538461538 0.004716 0.00477 0.004748 0.00422272727272727 0.004498 0.00449
chr_21 850001 860000 0.00773230769230769 0.00761153846153846 0.00708461538461538 0.00760461538461538 0.007868 0.00780181818181818 0.007604 0.00734818181818182 0.007562 0.00767090909090909
chr_21 860001 870000 0.00461076923076923 0.00435538461538462 0.00398601398601399 0.00444846153846154 0.004458 0.00449272727272727 0.004388 0.00420909090909091 0.00444 0.00441363636363636
chr_21 870001 880000 0.00537538461538462 0.00549 0.00488741258741259 0.00548153846153846 0.005584 0.00552181818181818 0.005544 0.00545545454545455 0.00563 0.00573272727272727
chr_21 880001 890000 0.00510384615384615 0.00494230769230769 0.00431048951048951 0.00540384615384615 0.005036 0.00489909090909091 0.005392 0.00448272727272727 0.005104 0.00504272727272727
chr_21 890001 9e+05 0.00521230769230769 0.00503615384615385 0.00477552447552448 0.00514923076923077 0.00541 0.00554363636363636 0.005138 0.00506818181818182 0.005338 0.00541636363636364
chr_21 900001 910000 0.00593153846153846 0.00583846153846154 0.00527692307692308 0.00578769230769231 0.006042 0.00581909090909091 0.00583 0.00548 0.005788 0.00577454545454545
chr_21 910001 920000 0.00452846153846154 0.00468615384615385 0.00388531468531469 0.00471846153846154 0.004754 0.00445181818181818 0.004762 0.00433636363636364 0.004838 0.00456363636363636
chr_21 920001 930000 0.00416615384615385 0.00444307692307692 0.00411188811188811 0.00393692307692308 0.004164 0.00444909090909091 0.00399 0.00440181818181818 0.004122 0.00428363636363636
chr_21 930001 940000 0.00563538461538462 0.00540615384615385 0.00488671328671329 0.00502461538461538 0.005534 0.00562545454545455 0.005264 0.00503636363636364 0.004988 0.00497272727272727
chr_21 940001 950000 0.00608692307692308 0.00586076923076923 0.00541748251748252 0.00545923076923077 0.006424 0.00639 0.006168 0.00585545454545455 0.005854 0.00582818181818182
chr_21 950001 960000 0.00398692307692308 0.00351615384615385 0.00348951048951049 0.00382769230769231 0.003886 0.00399909090909091 0.004168 0.00354090909090909 0.003738 0.00389272727272727
chr_21 960001 970000 0.00394846153846154 0.00349846153846154 0.00355524475524476 0.00349230769230769 0.004194 0.00425363636363636 0.004054 0.00375636363636364 0.003752 0.00377818181818182
chr_21 970001 980000 0.00374846153846154 0.00378615384615385 0.0032993006993007 0.00385153846153846 0.003988 0.00377 0.004086 0.00364727272727273 0.00397 0.00392454545454545
chr_21 980001 990000 0.00438615384615385 0.00439538461538462 0.00406153846153846 0.00432230769230769 0.004876 0.00468181818181818 0.004702 0.00460909090909091 0.004844 0.00440272727272727
chr_21 990001 1e+06 0.00391692307692308 0.00354846153846154 0.00324055944055944 0.00360923076923077 0.004156 0.00398545454545455 0.004086 0.00354818181818182 0.003806 0.00363272727272727
chr_21 1000001 1010000 0.00452846153846154 0.00414538461538462 0.00428741258741259 0.00445692307692308 0.004576 0.00474636363636364 0.004868 0.00442090909090909 0.004394 0.00476181818181818
chr_21 1010001 1020000 0.00331769230769231 0.00354692307692308 0.00316293706293706 0.00331461538461538 0.003512 0.00342272727272727 0.003152 0.00357181818181818 0.003336 0.00341
chr_21 1020001 1030000 0.00175769230769231 0.00161153846153846 0.00147202797202797 0.00175384615384615 0.001842 0.00180818181818182 0.00183 0.00164090909090909 0.001946 0.00180727272727273
chr_21 1030001 1040000 0.00500230769230769 0.00454076923076923 0.00435944055944056 0.00471384615384615 0.005098 0.00513909090909091 0.004928 0.00490090909090909 0.005002 0.00492
chr_21 1040001 1050000 0.00338538461538462 0.00335 0.00312377622377622 0.00353615384615385 0.003544 0.00353181818181818 0.003546 0.00341727272727273 0.003578 0.00358636363636364
chr_21 1050001 1060000 0.00277076923076923 0.00292769230769231 0.00271048951048951 0.00296230769230769 0.003074 0.00301090909090909 0.003028 0.00302181818181818 0.003192 0.00317545454545455
chr_21 1060001 1070000 0.00227384615384615 0.00219846153846154 0.00187762237762238 0.00222923076923077 0.002322 0.00223272727272727 0.002264 0.00212545454545455 0.002312 0.00214545454545455
chr_21 1070001 1080000 0.00566384615384615 0.00598769230769231 0.0052013986013986 0.00546384615384615 0.00596 0.00583181818181818 0.005538 0.00588545454545455 0.005614 0.00544090909090909
chr_21 1080001 1090000 0.00491384615384615 0.00497153846153846 0.00477272727272727 0.00493846153846154 0.004832 0.00504545454545455 0.004914 0.00509909090909091 0.004802 0.00514
chr_21 1090001 1100000 0.00653076923076923 0.00673153846153846 0.00605174825174825 0.00668230769230769 0.006686 0.00648363636363636 0.006816 0.00649909090909091 0.006964 0.00671181818181818
chr_21 1100001 1110000 0.00655153846153846 0.00698076923076923 0.00613776223776224 0.00677 0.007056 0.00671 0.006724 0.00706090909090909 0.007242 0.00691727272727273
chr_21 1110001 1120000 0.00505307692307692 0.00559692307692308 0.00470629370629371 0.00535230769230769 0.005424 0.00506818181818182 0.005118 0.00555454545454545 0.00558 0.00523636363636364
chr_21 1120001 1130000 0.00538769230769231 0.00530384615384615 0.00456433566433566 0.00563615384615385 0.005362 0.00536545454545455 0.005702 0.00525727272727273 0.00556 0.00559545454545454
chr_21 1130001 1140000 0.00704846153846154 0.00704076923076923 0.00596153846153846 0.00702615384615385 0.007062 0.00678272727272727 0.006886 0.00689 0.006948 0.00661818181818182
chr_21 1140001 1150000 0.00423230769230769 0.00398076923076923 0.00308181818181818 0.00388307692307692 0.004624 0.00424727272727273 0.004426 0.00404818181818182 0.00427 0.00404545454545455
chr_21 1150001 1160000 0.00379076923076923 0.00354923076923077 0.00327832167832168 0.00385230769230769 0.003928 0.00382545454545455 0.003974 0.00365272727272727 0.004064 0.00390727272727273
chr_21 1160001 1170000 0.00509769230769231 0.00494615384615385 0.00464965034965035 0.00521769230769231 0.00484 0.00498636363636364 0.00508 0.00475636363636364 0.004932 0.00509909090909091
chr_21 1170001 1180000 0.00680153846153846 0.00647461538461538 0.00641538461538462 0.00673923076923077 0.006828 0.00697636363636364 0.00687 0.00673727272727273 0.006682 0.00698818181818182
chr_21 1180001 1190000 0.00495461538461538 0.00444 0.0045965034965035 0.00485230769230769 0.00471 0.00470818181818182 0.004916 0.00447090909090909 0.004634 0.00456727272727273
chr_21 1190001 1200000 0.00706538461538462 0.00677153846153846 0.0066027972027972 0.00714769230769231 0.007304 0.00705727272727273 0.007238 0.00723545454545455 0.007638 0.00739636363636364
chr_21 1200001 1210000 0.0065 0.00618538461538462 0.00617202797202797 0.00625538461538461 0.00662 0.00648545454545455 0.00676 0.00641363636363636 0.006438 0.00641818181818182
chr_21 1210001 1220000 0.00457923076923077 0.00427307692307692 0.00429020979020979 0.00474461538461538 0.004806 0.00475545454545455 0.004996 0.00467363636363636 0.004798 0.00486363636363636
chr_21 1220001 1230000 0.00430461538461539 0.00412307692307692 0.00408811188811189 0.00422153846153846 0.004134 0.00442727272727273 0.004208 0.00421272727272727 0.004016 0.00432
chr_21 1230001 1240000 0.00585307692307692 0.00592076923076923 0.00515524475524476 0.00578769230769231 0.006046 0.00556818181818182 0.005886 0.00571 0.00621 0.0057
chr_21 1240001 1250000 0.00638692307692308 0.00645923076923077 0.00674475524475525 0.00664923076923077 0.006498 0.00672636363636364 0.00644 0.00689909090909091 0.006748 0.00694909090909091
chr_21 1250001 1260000 0.00436153846153846 0.00426538461538462 0.00351118881118881 0.00434384615384615 0.004418 0.00418909090909091 0.00437 0.00406272727272727 0.004436 0.00413909090909091
chr_21 1260001 1270000 0.00643615384615385 0.00639846153846154 0.00608321678321678 0.00696307692307692 0.006432 0.00630818181818182 0.006526 0.00644545454545455 0.006898 0.00684
chr_21 1270001 1280000 0.00569846153846154 0.00566076923076923 0.00519370629370629 0.00585923076923077 0.00563 0.00527818181818182 0.005358 0.00546454545454545 0.005746 0.00561727272727273
chr_21 1280001 1290000 0.00684384615384615 0.00632461538461538 0.00616293706293706 0.00700384615384615 0.006934 0.00683909090909091 0.007192 0.00634727272727273 0.007104 0.00703
chr_21 1290001 1300000 0.00461846153846154 0.00429538461538462 0.00389160839160839 0.00461461538461538 0.004778 0.00463636363636364 0.00481 0.00429454545454545 0.004758 0.00453909090909091
chr_21 1300001 1310000 0.00392461538461538 0.00389153846153846 0.0037013986013986 0.00426 0.004076 0.00394181818181818 0.004212 0.00411909090909091 0.004388 0.00434727272727273
chr_21 1310001 1320000 0.00446153846153846 0.00373615384615385 0.00388391608391608 0.00458615384615385 0.004196 0.00419272727272727 0.004386 0.00390818181818182 0.004388 0.00430363636363636
chr_21 1320001 1330000 0.00446923076923077 0.00413 0.00443636363636364 0.00443153846153846 0.004658 0.00483636363636364 0.004836 0.00462272727272727 0.0046 0.00499
chr_21 1330001 1340000 0.00525538461538461 0.00518769230769231 0.00481958041958042 0.00533923076923077 0.005386 0.00508363636363636 0.005302 0.00509636363636364 0.005414 0.00539909090909091
chr_21 1340001 1350000 0.00518461538461538 0.00462230769230769 0.00428391608391608 0.00508846153846154 0.005356 0.00535272727272727 0.00553 0.00474818181818182 0.005192 0.00525909090909091
chr_21 1350001 1360000 0.00329538461538462 0.00316692307692308 0.00323566433566434 0.00349769230769231 0.003546 0.00352 0.003672 0.00351727272727273 0.00364 0.00369
chr_21 1360001 1370000 0.00527769230769231 0.00482384615384615 0.00470769230769231 0.00498384615384615 0.005296 0.00546818181818182 0.00528 0.00525 0.005298 0.00529727272727273
chr_21 1370001 1380000 0.00475769230769231 0.00457538461538462 0.00445664335664336 0.00468769230769231 0.004932 0.00490818181818182 0.004694 0.00511454545454545 0.004956 0.00477636363636364
chr_21 1380001 1390000 0.00257615384615385 0.00243846153846154 0.00237622377622378 0.00271615384615385 0.002462 0.00261 0.002628 0.00254545454545455 0.002692 0.00278454545454545
chr_21 1390001 1400000 0.00336384615384615 0.00342692307692308 0.00328601398601399 0.00346846153846154 0.00339 0.00319545454545455 0.003332 0.00320818181818182 0.003388 0.00322454545454545
chr_21 1400001 1410000 0.00401230769230769 0.00346153846153846 0.00328041958041958 0.00397307692307692 0.004012 0.00388545454545455 0.004114 0.00350181818181818 0.00398 0.00387909090909091
chr_21 1410001 1420000 0.00355461538461538 0.00356846153846154 0.00278741258741259 0.00343076923076923 0.003716 0.00356818181818182 0.00384 0.00353909090909091 0.003794 0.00349090909090909
chr_21 1420001 1430000 0.00437153846153846 0.00396461538461538 0.0034958041958042 0.00411538461538462 0.004466 0.00451181818181818 0.00447 0.00405090909090909 0.004398 0.00439454545454545
chr_21 1430001 1440000 0.00456538461538462 0.00427384615384615 0.00414195804195804 0.00437615384615385 0.004786 0.00481727272727273 0.004678 0.00464909090909091 0.00466 0.00474272727272727
chr_21 1440001 1450000 0.00510461538461538 0.00491076923076923 0.00484265734265734 0.00517153846153846 0.005338 0.00522545454545455 0.005598 0.00498181818181818 0.005178 0.00528090909090909
chr_21 1450001 1460000 0.00460538461538462 0.00406307692307692 0.00409230769230769 0.00418230769230769 0.004712 0.00468454545454545 0.004444 0.00426545454545455 0.00432 0.00423545454545454
chr_21 1460001 1470000 0.00320230769230769 0.00272230769230769 0.00288251748251748 0.00284692307692308 0.003292 0.00354636363636364 0.00345 0.00305727272727273 0.003116 0.00330818181818182
chr_21 1470001 1480000 0.00399 0.00360538461538462 0.00334265734265734 0.00351307692307692 0.004158 0.00397727272727273 0.003964 0.00378636363636364 0.003652 0.00354272727272727
chr_21 1480001 1490000 0.00413692307692308 0.00377615384615385 0.00364265734265734 0.00383769230769231 0.00446 0.00435090909090909 0.004156 0.00426090909090909 0.00415 0.00402818181818182
chr_21 1490001 1500000 0.00446 0.00442538461538462 0.00378251748251748 0.00428538461538462 0.004642 0.00443636363636364 0.004464 0.00451545454545455 0.004666 0.00423909090909091
chr_21 1500001 1510000 0.00511923076923077 0.00469846153846154 0.00435594405594406 0.00479923076923077 0.005154 0.00494636363636364 0.004922 0.00468909090909091 0.004794 0.00459181818181818
chr_21 1510001 1520000 0.00560076923076923 0.00515076923076923 0.00521538461538462 0.00583076923076923 0.00542 0.00577727272727273 0.005602 0.00555272727272727 0.005568 0.00588727272727273
chr_21 1520001 1530000 0.00733 0.00720769230769231 0.0062013986013986 0.00715769230769231 0.007332 0.00745363636363636 0.00691 0.00721090909090909 0.007314 0.00731909090909091
chr_21 1530001 1540000 0.00555846153846154 0.00569230769230769 0.00477482517482518 0.00507923076923077 0.005784 0.00576727272727273 0.005242 0.00578909090909091 0.005572 0.00529363636363636
chr_21 1540001 1550000 0.00724538461538462 0.00682923076923077 0.00578881118881119 0.00677615384615385 0.007284 0.00715363636363636 0.007046 0.00670727272727273 0.007006 0.00677181818181818
chr_21 1550001 1560000 0.00544076923076923 0.00557769230769231 0.00464965034965035 0.00581076923076923 0.005578 0.00544454545454545 0.005882 0.00550636363636364 0.005768 0.00589636363636364
