chr start stop Azores Belgium Canary CapeVerde Spain_Caz
chr_21 720001 730000 0.00277435897435897 0.00297111111111111 0.00340222222222222 0.00318909090909091 0.00300666666666667
chr_21 730001 740000 0.00404615384615385 0.00444 0.00445555555555556 0.00376 0.00435555555555556
chr_21 740001 750000 0.00411538461538462 0.00515777777777778 0.00487111111111111 0.00417454545454545 0.00465777777777778
chr_21 750001 760000 0.00255128205128205 0.004 0.00382888888888889 0.00311272727272727 0.00393111111111111
chr_21 760001 770000 0.00423076923076923 0.00596666666666667 0.00511555555555556 0.00458545454545455 0.00561111111111111
chr_21 770001 780000 0.00406666666666667 0.00556 0.00584 0.00482181818181818 0.00522444444444444
chr_21 780001 790000 0.00391794871794872 0.00632222222222222 0.00552888888888889 0.00486909090909091 0.00553777777777778
chr_21 790001 8e+05 0.00184615384615385 0.00289333333333333 0.00281111111111111 0.00230181818181818 0.00277555555555556
chr_21 800001 810000 0.00551538461538462 0.00666 0.00658 0.00623272727272727 0.00677777777777778
chr_21 810001 820000 0.00348205128205128 0.00429555555555556 0.00390888888888889 0.00404727272727273 0.0043
chr_21 820001 830000 0.00583076923076923 0.00699333333333333 0.00688666666666667 0.00612 0.00645777777777778
chr_21 830001 840000 0.00386153846153846 0.00464888888888889 0.00427555555555556 0.00414181818181818 0.00440444444444444
chr_21 840001 850000 0.00361282051282051 0.00491333333333333 0.00458 0.00388727272727273 0.00408666666666667
chr_21 850001 860000 0.00683846153846154 0.00795555555555556 0.00774 0.00729090909090909 0.00703555555555556
chr_21 860001 870000 0.00409230769230769 0.00445333333333333 0.00407555555555556 0.00396727272727273 0.00432222222222222
chr_21 870001 880000 0.0047948717948718 0.00553333333333333 0.00533111111111111 0.00501090909090909 0.00539555555555556
chr_21 880001 890000 0.00455641025641026 0.00488666666666667 0.00478 0.00394181818181818 0.00518444444444444
chr_21 890001 9e+05 0.00456666666666667 0.00508 0.00512222222222222 0.00476727272727273 0.00496
chr_21 900001 910000 0.0051 0.00581111111111111 0.00536888888888889 0.00508363636363636 0.00540888888888889
chr_21 910001 920000 0.00392564102564103 0.00458 0.00427555555555556 0.00380363636363636 0.00483111111111111
chr_21 920001 930000 0.00373333333333333 0.00415111111111111 0.00388888888888889 0.00448363636363636 0.00362222222222222
chr_21 930001 940000 0.00495128205128205 0.00566222222222222 0.00490222222222222 0.00481090909090909 0.00455555555555556
chr_21 940001 950000 0.00430512820512821 0.00674 0.00570888888888889 0.00574909090909091 0.00507333333333333
chr_21 950001 960000 0.00264615384615385 0.00428666666666667 0.00309111111111111 0.00357818181818182 0.00370666666666667
chr_21 960001 970000 0.00251538461538462 0.0043 0.00340444444444444 0.00379272727272727 0.00347555555555556
chr_21 970001 980000 0.00260769230769231 0.00389555555555556 0.00371555555555556 0.00319272727272727 0.00398
chr_21 980001 990000 0.00328205128205128 0.00473333333333333 0.00456 0.00390545454545455 0.00427777777777778
chr_21 990001 1e+06 0.00281282051282051 0.00425777777777778 0.00357111111111111 0.00310909090909091 0.00352
chr_21 1000001 1010000 0.00327179487179487 0.00468666666666667 0.00398444444444444 0.00442545454545454 0.00442666666666667
chr_21 1010001 1020000 0.00280769230769231 0.00336666666666667 0.00356222222222222 0.00349818181818182 0.00282444444444444
chr_21 1020001 1030000 0.0013974358974359 0.00189111111111111 0.00173111111111111 0.00162909090909091 0.00176888888888889
chr_21 1030001 1040000 0.00389230769230769 0.00495777777777778 0.00462444444444444 0.00476 0.00450666666666667
chr_21 1040001 1050000 0.0028 0.00358444444444444 0.00353555555555556 0.00335272727272727 0.00346888888888889
chr_21 1050001 1060000 0.0022025641025641 0.00284888888888889 0.00305777777777778 0.003 0.00316666666666667
chr_21 1060001 1070000 0.0016974358974359 0.00236888888888889 0.00226222222222222 0.00187636363636364 0.00216888888888889
chr_21 1070001 1080000 0.0049 0.00573555555555556 0.00582666666666667 0.00502909090909091 0.00474
chr_21 1080001 1090000 0.00441794871794872 0.00488444444444444 0.00468222222222222 0.00485454545454545 0.00478666666666667
chr_21 1090001 1100000 0.0054948717948718 0.00645777777777778 0.00653111111111111 0.00626545454545454 0.00678444444444444
chr_21 1100001 1110000 0.00587435897435897 0.00640666666666667 0.00714444444444444 0.00657818181818182 0.00678
chr_21 1110001 1120000 0.00459487179487179 0.00496666666666667 0.00519111111111111 0.00502181818181818 0.00502222222222222
chr_21 1120001 1130000 0.0041974358974359 0.00548 0.00512666666666667 0.00485818181818182 0.00565555555555556
chr_21 1130001 1140000 0.00563589743589744 0.00715777777777778 0.00678888888888889 0.00588363636363636 0.00647111111111111
chr_21 1140001 1150000 0.00273846153846154 0.00479111111111111 0.00437555555555556 0.00316727272727273 0.00396
chr_21 1150001 1160000 0.00293076923076923 0.00404888888888889 0.00386666666666667 0.00341090909090909 0.00385777777777778
chr_21 1160001 1170000 0.00445641025641026 0.00496666666666667 0.00451555555555556 0.00452727272727273 0.00498888888888889
chr_21 1170001 1180000 0.00590512820512821 0.00690222222222222 0.00649111111111111 0.00669090909090909 0.00633555555555556
chr_21 1180001 1190000 0.00433333333333333 0.00480222222222222 0.00407555555555556 0.00437090909090909 0.00452888888888889
chr_21 1190001 1200000 0.00594615384615385 0.00694 0.00701111111111111 0.00672363636363636 0.00735555555555556
chr_21 1200001 1210000 0.0053974358974359 0.00696444444444444 0.00590888888888889 0.00566181818181818 0.00630666666666667
chr_21 1210001 1220000 0.00374871794871795 0.00488222222222222 0.0043 0.00403636363636364 0.00489333333333333
chr_21 1220001 1230000 0.00371282051282051 0.00434222222222222 0.00393333333333333 0.00382545454545455 0.00381777777777778
chr_21 1230001 1240000 0.00498205128205128 0.00586888888888889 0.00623777777777778 0.00476363636363636 0.00559555555555556
chr_21 1240001 1250000 0.00557692307692308 0.00626 0.00646888888888889 0.00637818181818182 0.00632888888888889
chr_21 1250001 1260000 0.00315641025641026 0.00447111111111111 0.00422444444444444 0.00326181818181818 0.00422888888888889
chr_21 1260001 1270000 0.00545128205128205 0.00616666666666667 0.00659555555555556 0.00606909090909091 0.00663555555555556
chr_21 1270001 1280000 0.0044025641025641 0.00520444444444444 0.00584222222222222 0.00474545454545455 0.00533555555555556
chr_21 1280001 1290000 0.00506410256410256 0.00697111111111111 0.00645777777777778 0.00582181818181818 0.00726888888888889
chr_21 1290001 1300000 0.00351794871794872 0.00492888888888889 0.0046 0.00392363636363636 0.00445111111111111
chr_21 1300001 1310000 0.00348461538461538 0.00378666666666667 0.00430444444444444 0.00375272727272727 0.00418666666666667
chr_21 1310001 1320000 0.00352051282051282 0.0044 0.00385111111111111 0.00389090909090909 0.00429333333333333
chr_21 1320001 1330000 0.0038 0.00463555555555556 0.00433555555555556 0.00469454545454545 0.00449555555555556
chr_21 1330001 1340000 0.00470769230769231 0.00507111111111111 0.00533333333333333 0.00472 0.00515333333333333
chr_21 1340001 1350000 0.00374102564102564 0.00549333333333333 0.00475333333333333 0.00446545454545455 0.00497555555555556
chr_21 1350001 1360000 0.00273589743589744 0.00351555555555556 0.00346444444444444 0.00327272727272727 0.00371333333333333
chr_21 1360001 1370000 0.00405384615384615 0.00546888888888889 0.00475333333333333 0.00502909090909091 0.00472666666666667
chr_21 1370001 1380000 0.00362307692307692 0.00478 0.00458666666666667 0.00463636363636364 0.00436444444444444
chr_21 1380001 1390000 0.00213846153846154 0.00247333333333333 0.00236 0.00258545454545455 0.00254888888888889
chr_21 1390001 1400000 0.00291794871794872 0.0033 0.00298888888888889 0.00304 0.00288666666666667
chr_21 1400001 1410000 0.00232564102564103 0.00413333333333333 0.00337777777777778 0.00319272727272727 0.00380222222222222
chr_21 1410001 1420000 0.00228974358974359 0.00370444444444444 0.00363777777777778 0.00301454545454545 0.00344888888888889
chr_21 1420001 1430000 0.00288974358974359 0.00445555555555556 0.004 0.00379272727272727 0.00399555555555556
chr_21 1430001 1440000 0.00342820512820513 0.00472222222222222 0.00430666666666667 0.00431272727272727 0.00428666666666667
chr_21 1440001 1450000 0.0041948717948718 0.00542666666666667 0.00458222222222222 0.00477090909090909 0.00497111111111111
chr_21 1450001 1460000 0.00364615384615385 0.00500666666666667 0.00412444444444444 0.00416727272727273 0.00349111111111111
chr_21 1460001 1470000 0.00233333333333333 0.00345555555555556 0.00298888888888889 0.00313090909090909 0.00283777777777778
chr_21 1470001 1480000 0.00296410256410256 0.00447333333333333 0.00384666666666667 0.00339272727272727 0.00327777777777778
chr_21 1480001 1490000 0.00314102564102564 0.00436444444444444 0.00414 0.00390545454545455 0.00367333333333333
chr_21 1490001 1500000 0.00357948717948718 0.00452888888888889 0.00464222222222222 0.00371636363636364 0.00417555555555556
chr_21 1500001 1510000 0.00434102564102564 0.00522444444444444 0.00477777777777778 0.00428727272727273 0.00447333333333333
chr_21 1510001 1520000 0.00460769230769231 0.00538888888888889 0.00491111111111111 0.00553454545454545 0.00537333333333333
chr_21 1520001 1530000 0.00602051282051282 0.00727333333333333 0.00701777777777778 0.00668727272727273 0.00626888888888889
chr_21 1530001 1540000 0.00446153846153846 0.0056 0.00582666666666667 0.00521454545454545 0.00488666666666667
chr_21 1540001 1550000 0.00544358974358974 0.00745111111111111 0.00631555555555556 0.00603636363636364 0.00658
chr_21 1550001 1560000 0.00438717948717949 0.00567777777777778 0.00542 0.00476727272727273 0.00573777777777778
chr_21 1560001 1570000 0.00498461538461539 0.00664 0.00651555555555555 0.00546545454545455 0.00677777777777778
chr_21 1570001 1580000 0.0051 0.00664222222222222 0.00614 0.00557818181818182 0.00605111111111111
chr_21 1580001 1590000 0.00508974358974359 0.00616222222222222 0.00563555555555556 0.00561090909090909 0.00533555555555556
chr_21 1590001 1600000 0.00536923076923077 0.00757333333333333 0.00606888888888889 0.00622181818181818 0.00715555555555556
chr_21 1600001 1610000 0.00520512820512821 0.00719777777777778 0.00592222222222222 0.00599636363636364 0.00655555555555556
chr_21 1610001 1620000 0.00444615384615385 0.00606666666666667 0.00546222222222222 0.00522181818181818 0.00535333333333333
chr_21 1620001 1630000 0.00515384615384615 0.00641333333333333 0.00582222222222222 0.00641818181818182 0.00570222222222222
chr_21 1630001 1640000 0.00231538461538462 0.00349333333333333 0.00389777777777778 0.00285454545454545 0.00286
chr_21 1640001 1650000 0.00458974358974359 0.00506222222222222 0.00535777777777778 0.00442545454545454 0.00455111111111111
chr_21 1650001 1660000 0.00457948717948718 0.00539777777777778 0.00549555555555556 0.00470181818181818 0.00465555555555556
chr_21 1660001 1670000 0.00564358974358974 0.00692888888888889 0.00629555555555556 0.00620363636363636 0.00592666666666667
chr_21 1670001 1680000 0.00490512820512821 0.00552444444444444 0.00606666666666667 0.00482181818181818 0.00566
chr_21 1680001 1690000 0.00625897435897436 0.00774666666666667 0.00759777777777778 0.00586909090909091 0.00724888888888889
chr_21 1690001 1700000 0.00566923076923077 0.00732222222222222 0.00634444444444444 0.00578181818181818 0.00659111111111111
chr_21 1700001 1710000 0.0057974358974359 0.00738666666666667 0.00745333333333333 0.00556363636363636 0.00655333333333333
chr_21 1710001 1720000 0.00636666666666667 0.00817555555555556 0.00736888888888889 0.00653090909090909 0.00797555555555556
chr_21 1720001 1730000 0.0051025641025641 0.00641777777777778 0.00659555555555556 0.00541090909090909 0.00599555555555556
chr_21 1730001 1740000 0.00485384615384615 0.00562 0.00562444444444444 0.00487636363636364 0.00521111111111111
chr_21 1740001 1750000 0.00394358974358974 0.00551333333333333 0.00524666666666667 0.00409818181818182 0.00473555555555556
chr_21 1750001 1760000 0.00304615384615385 0.00425333333333333 0.00422666666666667 0.00351272727272727 0.00366
chr_21 1760001 1770000 0.00212051282051282 0.00355333333333333 0.00298666666666667 0.00283636363636364 0.00282
chr_21 1770001 1780000 0.00325641025641026 0.00494444444444444 0.00478666666666667 0.00431636363636364 0.00368666666666667
chr_21 1780001 1790000 0.00291025641025641 0.00404222222222222 0.00415555555555556 0.00378909090909091 0.00326666666666667
chr_21 1790001 1800000 0.00347948717948718 0.00429333333333333 0.00395333333333333 0.00473818181818182 0.00383333333333333
chr_21 1800001 1810000 0.00382564102564103 0.00532666666666667 0.00483111111111111 0.00488 0.00410444444444444
chr_21 1810001 1820000 0.00295641025641026 0.00346 0.00343333333333333 0.00322181818181818 0.00311333333333333
chr_21 1820001 1830000 0.00292820512820513 0.00402666666666667 0.00395555555555556 0.00318909090909091 0.00352444444444444
chr_21 1830001 1840000 0.00371282051282051 0.00405555555555556 0.00405111111111111 0.00354545454545455 0.00417555555555556
chr_21 1840001 1850000 0.00290769230769231 0.00344444444444444 0.00309333333333333 0.00222181818181818 0.00295333333333333
chr_21 1850001 1860000 0.00407692307692308 0.00527777777777778 0.00518888888888889 0.00373090909090909 0.00416888888888889
chr_21 1860001 1870000 0.00383846153846154 0.004 0.00385555555555556 0.00370181818181818 0.00323555555555556
chr_21 1870001 1880000 0.00504102564102564 0.00524888888888889 0.00504 0.00443272727272727 0.00508444444444445
chr_21 1880001 1890000 0.00176410256410256 0.00245111111111111 0.00219111111111111 0.00197818181818182 0.00222
chr_21 1890001 1900000 0.00309230769230769 0.00418 0.00391333333333333 0.00335636363636364 0.00369555555555556
chr_21 1900001 1910000 0.00354871794871795 0.00450666666666667 0.00405555555555556 0.00407636363636364 0.00418444444444444
chr_21 1910001 1920000 0.00315897435897436 0.00470222222222222 0.00420222222222222 0.00397090909090909 0.00456222222222222
chr_21 1920001 1930000 0.00207435897435897 0.00298666666666667 0.00319777777777778 0.00287636363636364 0.00334222222222222
chr_21 1930001 1940000 0.00288461538461538 0.00463333333333333 0.00464222222222222 0.00435636363636364 0.00418444444444444
chr_21 1940001 1950000 0.00301794871794872 0.00412 0.00416888888888889 0.00374909090909091 0.00396888888888889
chr_21 1950001 1960000 0.00379230769230769 0.00497333333333333 0.00471777777777778 0.00430545454545455 0.00409555555555556
chr_21 1960001 1970000 0.00299487179487179 0.00448444444444444 0.00373555555555556 0.00331636363636364 0.00383333333333333
chr_21 1970001 1980000 0.00171282051282051 0.00241777777777778 0.00256666666666667 0.00227636363636364 0.00249111111111111
chr_21 1980001 1990000 0.00117948717948718 0.00201111111111111 0.00173555555555556 0.00147636363636364 0.00191555555555556
chr_21 1990001 2e+06 0.00263333333333333 0.00336222222222222 0.00309777777777778 0.00262545454545455 0.00301333333333333
chr_21 2000001 2010000 0.00305641025641026 0.00339777777777778 0.00327111111111111 0.00280727272727273 0.00286222222222222
chr_21 2010001 2020000 0.00303333333333333 0.00432888888888889 0.00379555555555556 0.00331272727272727 0.00344222222222222
chr_21 2020001 2030000 0.00232564102564103 0.00239777777777778 0.00264444444444444 0.00238545454545455 0.00247333333333333
chr_21 2030001 2040000 0.0044025641025641 0.00565333333333333 0.00490222222222222 0.00530909090909091 0.00445777777777778
chr_21 2040001 2050000 0.00209230769230769 0.00344444444444444 0.00282 0.00279272727272727 0.00292666666666667
chr_21 2050001 2060000 0.0035974358974359 0.00550222222222222 0.00552666666666667 0.00535636363636364 0.00496444444444444
chr_21 2060001 2070000 0.00328717948717949 0.00523777777777778 0.00483111111111111 0.00440727272727273 0.00514444444444444
chr_21 2070001 2080000 0.00404102564102564 0.00613111111111111 0.00565333333333333 0.00578181818181818 0.00534
chr_21 2080001 2090000 0.00414615384615385 0.00643777777777778 0.00604 0.00573090909090909 0.00630222222222222
chr_21 2090001 2100000 0.00306410256410256 0.00650888888888889 0.00535777777777778 0.00510181818181818 0.00592888888888889
chr_21 2100001 2110000 0.00244102564102564 0.00431555555555556 0.00330888888888889 0.00368 0.00304444444444444
chr_21 2110001 2120000 0.00407948717948718 0.00639777777777778 0.00599333333333333 0.00611636363636364 0.00513111111111111
chr_21 2120001 2130000 0.00396923076923077 0.00492 0.00480666666666667 0.00464727272727273 0.00367333333333333
chr_21 2130001 2140000 0.00457948717948718 0.00788 0.00725555555555556 0.00607272727272727 0.00652
chr_21 2140001 2150000 0.00418205128205128 0.00654888888888889 0.00676 0.00465090909090909 0.00497333333333333
chr_21 2150001 2160000 0.00434102564102564 0.00531555555555556 0.00576222222222222 0.00502909090909091 0.00449333333333333
chr_21 2160001 2170000 0.00318205128205128 0.00404888888888889 0.00412888888888889 0.00350545454545455 0.00399111111111111
chr_21 2170001 2180000 0.00319230769230769 0.00379333333333333 0.00381777777777778 0.00325454545454545 0.0035
chr_21 2180001 2190000 0.0037025641025641 0.00475555555555556 0.00464 0.00359636363636364 0.00361333333333333
chr_21 2190001 2200000 0.00310769230769231 0.00510444444444444 0.00446666666666667 0.00422545454545455 0.00402888888888889
chr_21 2200001 2210000 0.00433846153846154 0.00496666666666667 0.00472222222222222 0.00449454545454545 0.0043
chr_21 2210001 2220000 0.00194615384615385 0.00271777777777778 0.00302666666666667 0.00231636363636364 0.00208444444444444
chr_21 2220001 2230000 0.00293076923076923 0.00359333333333333 0.00406888888888889 0.00288727272727273 0.00377555555555556
chr_21 2230001 2240000 0.00446410256410256 0.00527111111111111 0.00573555555555556 0.00443636363636364 0.00574444444444444
chr_21 2240001 2250000 0.00435128205128205 0.00531777777777778 0.00520222222222222 0.00433090909090909 0.00463111111111111
chr_21 2250001 2260000 0.00482820512820513 0.00604 0.00548666666666667 0.00461454545454545 0.00489777777777778
chr_21 2260001 2270000 0.0035948717948718 0.00511111111111111 0.00401333333333333 0.00310545454545455 0.00480222222222222
chr_21 2270001 2280000 0.00318205128205128 0.00443555555555556 0.00395555555555556 0.00323636363636364 0.00388
chr_21 2280001 2290000 0.00387692307692308 0.00577111111111111 0.00527111111111111 0.00374545454545455 0.00418888888888889
chr_21 2290001 2300000 0.00496923076923077 0.00513111111111111 0.00479111111111111 0.00408727272727273 0.00365111111111111
chr_21 2300001 2310000 0.00346410256410256 0.00402444444444445 0.00360222222222222 0.00298181818181818 0.00343111111111111
chr_21 2310001 2320000 0.00423589743589744 0.00511777777777778 0.00479333333333333 0.0038 0.00478888888888889
chr_21 2320001 2330000 0.00521282051282051 0.00573777777777778 0.00512444444444444 0.00418909090909091 0.00515111111111111
chr_21 2330001 2340000 0.00571025641025641 0.00709333333333333 0.00647333333333333 0.00471636363636364 0.0064
chr_21 2340001 2350000 0.00454871794871795 0.00489333333333333 0.00474888888888889 0.00394909090909091 0.0046
chr_21 2350001 2360000 0.00267435897435897 0.00322888888888889 0.00295333333333333 0.00267636363636364 0.00309555555555556
chr_21 2360001 2370000 0.00407692307692308 0.00501333333333333 0.00432888888888889 0.00370909090909091 0.00355555555555556
chr_21 2370001 2380000 0.00761794871794872 0.00835333333333333 0.00725333333333333 0.00668 0.00705333333333333
chr_21 2380001 2390000 0.00486410256410256 0.00631333333333333 0.00576 0.00429454545454545 0.00545777777777778
chr_21 2390001 2400000 0.0054974358974359 0.00689777777777778 0.00610666666666667 0.00562909090909091 0.00621111111111111
chr_21 2400001 2410000 0.00699230769230769 0.00810444444444445 0.00702222222222222 0.00596363636363636 0.00771777777777778
chr_21 2410001 2420000 0.00691282051282051 0.00817333333333333 0.00790888888888889 0.00611636363636364 0.00619333333333333
chr_21 2420001 2430000 0.0050974358974359 0.00669777777777778 0.00614222222222222 0.00461090909090909 0.00620888888888889
chr_21 2430001 2440000 0.00553589743589744 0.00692222222222222 0.00644666666666667 0.00477454545454545 0.00625777777777778
chr_21 2440001 2450000 0.00637179487179487 0.00762444444444444 0.00728222222222222 0.00494545454545455 0.00661111111111111
chr_21 2450001 2460000 0.0075 0.00909777777777778 0.00775111111111111 0.00701454545454545 0.00796888888888889
chr_21 2460001 2470000 0.00432051282051282 0.00476222222222222 0.00508 0.00470909090909091 0.00468888888888889
chr_21 2470001 2480000 0.00434358974358974 0.00508666666666667 0.00518444444444444 0.00397090909090909 0.00480888888888889
chr_21 2480001 2490000 0.00415384615384615 0.00448444444444444 0.00461777777777778 0.00395636363636364 0.00425333333333333
chr_21 2490001 2500000 0.00477435897435897 0.00567333333333333 0.00517333333333333 0.00454909090909091 0.00482222222222222
chr_21 2500001 2510000 0.00385641025641026 0.00478888888888889 0.00420444444444444 0.00386545454545455 0.00370888888888889
